Date,CustomerID,CustomerName,ProductCategory,SalesAmount,Region
03/02/2026,CUST55,Jones-Boyd,Brakes,3795,East
12/26/2025,CUST79,"Adams, Wilson and Lopez",Accessories,3677,West
10/07/2025,CUST64,Howard-Suarez,Frames,9865,West
02/17/2026,CUST14,Moore Ltd,Frames,6978,East
01/10/2026,CUST81,"Murray, Lynch and Rodriguez",Frames,13762,South
01/25/2026,CUST14,"Martin, Morrison and Hampton",Drivetrain,4982,East
01/30/2026,CUST50,Anthony-Davis,Frames,12995,West
09/24/2025,CUST19,"Case, Rosales and Mayer",Drivetrain,2794,East
01/08/2026,CUST19,"Garcia, Daniel and Mccarthy",Drivetrain,14038,South
10/11/2025,CUST90,Thornton PLC,Frames,14485,East
11/09/2025,CUST91,"Wood, Nash and Baker",Drivetrain,6470,North
07/06/2026,CUST69,Hill-Bullock,Frames,13251,North
06/07/2026,CUST18,"Salazar, Walker and Perez",Frames,5258,West
09/25/2025,CUST98,Jackson-Mathews,Frames,6914,North
10/31/2025,CUST68,Warren and Sons,Drivetrain,7921,South
02/22/2026,CUST19,Johnson Inc,Drivetrain,3562,South
04/01/2026,CUST88,Patton-Coleman,Drivetrain,14560,North
02/21/2026,CUST41,Morales LLC,Wheels,5868,North
12/25/2025,CUST79,"Patel, Thomas and Adams",Wheels,8259,East
07/03/2026,CUST32,"Stone, Scott and Marquez",Brakes,8358,North
03/17/2026,CUST62,"Richardson, Williams and Murphy",Brakes,7581,West
06/27/2026,CUST75,Cannon-Meyer,Wheels,2814,North
07/26/2026,CUST52,Sanford Group,Wheels,10991,North
05/28/2026,CUST20,"Reid, Roberts and Pena",Wheels,14350,North
08/15/2025,CUST16,Morales-Ortiz,Frames,5701,South
11/28/2025,CUST67,Martinez Group,Wheels,12854,West
02/25/2026,CUST56,Watson Ltd,Brakes,3508,South
09/01/2025,CUST40,Sosa Inc,Frames,10091,North
04/08/2026,CUST89,Moore LLC,Wheels,3711,North
04/11/2026,CUST29,"Kline, Sharp and Schroeder",Drivetrain,10332,South
04/27/2026,CUST84,"Edwards, Lopez and Ponce",Wheels,1872,South
10/24/2025,CUST85,Miller Inc,Accessories,6241,South
05/24/2026,CUST70,"Gibbs, Smith and Miller",Brakes,6691,North
11/28/2025,CUST58,Stevens LLC,Brakes,2285,South
01/16/2026,CUST40,Cantrell-Carr,Wheels,10123,West
03/23/2026,CUST41,Monroe LLC,Wheels,11593,East
01/28/2026,CUST60,Figueroa Inc,Drivetrain,14098,East
01/03/2026,CUST48,"Holden, Hensley and Cordova",Frames,2967,South
09/23/2025,CUST30,Lewis Group,Accessories,11803,North
02/12/2026,CUST29,"Burke, Campbell and Friedman",Wheels,9432,North
04/04/2026,CUST30,"Walton, Davenport and Martin",Drivetrain,13492,East
02/28/2026,CUST68,Garcia LLC,Brakes,12778,East
08/27/2025,CUST76,"Williams, Santos and Randall",Frames,14574,East
01/17/2026,CUST65,Pena and Sons,Accessories,5918,South
03/22/2026,CUST92,Miller-Brown,Brakes,6267,South
03/19/2026,CUST61,Escobar-Howell,Brakes,5385,West
06/16/2026,CUST22,"Stanley, Alvarez and Shelton",Frames,6416,West
10/23/2025,CUST33,"Giles, Day and Ramirez",Drivetrain,11333,West
12/29/2025,CUST20,Pratt-Grant,Wheels,6062,North
10/30/2025,CUST66,Collins and Sons,Frames,2289,East
11/17/2025,CUST18,Carrillo-Carlson,Wheels,2418,West
06/08/2026,CUST74,Garcia-Dunlap,Drivetrain,5006,West
04/19/2026,CUST79,Rodriguez PLC,Frames,14854,West
05/16/2026,CUST79,Baker-Frazier,Brakes,8336,South
06/26/2026,CUST79,Clay Inc,Drivetrain,6147,West
09/19/2025,CUST87,Blackwell Ltd,Drivetrain,13895,West
10/13/2025,CUST82,Baker Group,Frames,7267,East
01/17/2026,CUST20,Dunn-Harrison,Accessories,11044,West
06/27/2026,CUST15,"Gonzalez, Robbins and Herrera",Wheels,14564,North
07/23/2026,CUST37,"Young, Small and Mitchell",Wheels,13380,North
10/16/2025,CUST95,"Miller, House and Webster",Frames,4468,East
07/11/2026,CUST45,Warner-Torres,Wheels,6577,South
10/15/2025,CUST27,Lopez-Fields,Frames,2750,South
05/01/2026,CUST72,Moss-Tucker,Brakes,7510,South
03/02/2026,CUST24,Trujillo-Wright,Wheels,7371,West
10/26/2025,CUST39,"Wyatt, Williams and Davis",Brakes,14746,West
08/20/2025,CUST92,Smith-Gomez,Drivetrain,13620,West
12/19/2025,CUST40,Smith-Riddle,Wheels,13086,West
07/24/2026,CUST41,"Cunningham, Phillips and Gonzalez",Wheels,7558,West
01/22/2026,CUST89,Stokes-Mercer,Frames,12357,South
06/20/2026,CUST49,Shannon-Allen,Drivetrain,5304,South
08/14/2025,CUST87,"Lynch, Wu and Henderson",Accessories,6405,South
10/13/2025,CUST80,Larsen and Sons,Frames,4455,North
09/03/2025,CUST31,May PLC,Brakes,13598,South
11/11/2025,CUST73,Dunn-Sanchez,Accessories,9200,South
