HospitalID,Admissions,Beds,StaffingLevel,TotalOperatingCost
HOSP_0707,32547,734,2791,347238999
HOSP_0708,33939,456,2001,335781478
HOSP_0709,19038,352,1327,224102573
HOSP_0710,13002,379,1142,171036292
HOSP_0711,51674,851,3612,570395220
HOSP_0712,25431,624,2544,354366259
HOSP_0713,29929,564,1777,320986537
HOSP_0714,15381,195,840,161313223
HOSP_0715,23557,322,1209,210298360
HOSP_0716,28881,873,3235,418259144
HOSP_0717,26645,817,3627,447032752
HOSP_0718,14244,191,586,105762142
HOSP_0719,8679,248,1110,125878991
HOSP_0720,10109,185,500,78965231
HOSP_0721,30486,418,1470,237776286
HOSP_0722,23294,370,1359,191693891
HOSP_0723,35705,467,1968,349685912
HOSP_0724,41931,768,2468,416592516
HOSP_0725,37794,595,1869,312437224
HOSP_0726,39262,509,2233,359715520
HOSP_0727,50893,770,2551,479761833
HOSP_0728,8607,152,501,87685943
HOSP_0729,38989,846,3160,462567826
HOSP_0730,26686,402,1223,252339066
HOSP_0731,16072,212,699,128781137
HOSP_0732,15478,499,1522,182104295
HOSP_0733,28390,584,1774,265382228
HOSP_0734,2445,74,317,36376393
HOSP_0735,19317,451,1228,218595156
HOSP_0736,30481,721,2994,342569804
HOSP_0737,10730,138,416,93179038
HOSP_0738,17581,352,1105,168063576
HOSP_0739,29515,694,2705,309445713
HOSP_0740,36722,970,2455,368176158
HOSP_0741,46812,868,2644,461694031
HOSP_0742,25733,561,2273,318651191
HOSP_0743,36141,771,2888,360086116
HOSP_0744,29657,473,1565,237187459
HOSP_0745,26899,895,3540,373444257
HOSP_0746,18355,528,1460,228913729
HOSP_0747,47738,828,2786,501133551
HOSP_0748,13052,333,950,132204299
HOSP_0749,14164,425,1230,153329659
HOSP_0750,22570,397,1465,212463666
HOSP_0751,29991,680,1800,267965114
HOSP_0752,35777,806,3436,475886628
HOSP_0753,10830,284,760,119997680
HOSP_0754,10890,175,725,106163676
HOSP_0755,39771,646,2055,327496684
HOSP_0756,21178,347,995,195052513
HOSP_0757,34213,719,2034,290297468
HOSP_0758,30117,394,1016,251107847
HOSP_0759,35539,582,1523,338444674
HOSP_0760,18501,339,1026,150595175
HOSP_0761,17267,423,1235,192009946
HOSP_0762,27817,701,2931,329249693
HOSP_0763,11967,211,904,138943391
HOSP_0764,65485,932,3212,619137380
HOSP_0765,45414,983,2989,482098778
HOSP_0766,28937,398,1605,254982602
HOSP_0767,7382,159,442,71604414
HOSP_0768,29185,930,2424,329766874
HOSP_0769,30149,611,2439,304171142
HOSP_0770,8852,179,490,92877027
HOSP_0771,22299,365,1183,215062837
HOSP_0772,4202,59,249,37879676
HOSP_0773,69027,983,2507,578626496
HOSP_0774,26293,434,1177,203524277
HOSP_0775,45730,685,2501,450421759
HOSP_0776,37289,549,2233,328328765
HOSP_0777,32452,735,2877,389059721
HOSP_0778,42420,704,2038,382679952
HOSP_0779,10230,138,437,84291235
HOSP_0780,30476,416,1868,255238989
HOSP_0781,25528,784,2233,273607089
HOSP_0782,3214,84,243,32025873
HOSP_0783,30858,740,2952,355438218
HOSP_0784,68363,957,3615,654783766
HOSP_0785,20385,293,787,185875192
HOSP_0786,66132,918,3319,556105217
HOSP_0787,48110,905,2479,407752354
HOSP_0788,39163,871,2864,380779170
HOSP_0789,42286,782,3251,493932882
HOSP_0790,46192,977,3481,461553122
HOSP_0791,37919,997,4133,548502751
HOSP_0792,22279,739,2571,312386607
HOSP_0793,40861,635,1982,406449004
HOSP_0794,26767,376,1086,229824377
HOSP_0795,39424,493,1443,341092398
HOSP_0796,12493,256,724,122045884
HOSP_0797,64745,984,2828,541343082
HOSP_0798,4609,82,274,40846136
HOSP_0799,59005,845,2579,444069162
HOSP_0800,6745,112,457,76321543
HOSP_0801,22128,464,1173,220050096
HOSP_0802,47337,788,1971,383372155
HOSP_0803,13280,293,845,132163790
HOSP_0804,33904,714,1953,337803955
HOSP_0805,29731,826,2873,328176000
HOSP_0806,27547,370,1343,215375204
HOSP_0807,14588,202,709,113130038
HOSP_0808,37372,479,1339,286666750
HOSP_0809,5412,97,404,66342021
HOSP_0810,20834,450,1282,218824927
HOSP_0811,29617,745,2323,291469471
HOSP_0812,17227,256,1018,153932876
HOSP_0813,47452,957,3358,441651399
HOSP_0814,50546,762,2405,403575739
HOSP_0815,26556,708,2241,296483780
HOSP_0816,25032,552,1564,274965953
HOSP_0817,23349,372,1388,239710210
HOSP_0818,18720,447,1602,205634710
HOSP_0819,3641,55,191,29160388
HOSP_0820,12806,185,665,111500472
HOSP_0821,20778,625,2611,280841937
HOSP_0822,72506,998,3296,643558167
HOSP_0823,39593,650,2368,367366992
HOSP_0824,36342,940,2583,406102973
HOSP_0825,54000,990,4092,666519911
HOSP_0826,14315,412,1238,143037142
HOSP_0827,57477,767,3434,595112530
HOSP_0828,10193,142,610,109777967
HOSP_0829,7738,253,1015,129573108
HOSP_0830,38187,657,1927,308689191
HOSP_0831,16162,246,983,156612479
HOSP_0832,8624,126,463,83684990
HOSP_0833,45936,1000,4499,639533342
HOSP_0834,4576,125,415,46771584
HOSP_0835,20868,338,1344,193688122
HOSP_0836,16891,415,1156,176138905
HOSP_0837,14936,291,1208,163034366
HOSP_0838,20396,558,1748,213032170
HOSP_0839,25676,669,2562,350095613
HOSP_0840,20690,384,1301,207499731
HOSP_0841,16710,309,854,156980673
HOSP_0842,13563,232,989,138248273
HOSP_0843,28636,368,1030,244967118
HOSP_0844,24844,354,1420,214820790
HOSP_0845,5345,111,354,51700335
HOSP_0846,24407,330,1282,198834184
HOSP_0847,15053,209,862,151550065
HOSP_0848,6727,94,369,60838417
HOSP_0849,22621,433,1498,198279569
HOSP_0850,15525,357,984,140261972
HOSP_0851,27331,396,1122,215675814
HOSP_0852,10213,182,611,97097746
HOSP_0853,24721,798,2916,355263224
HOSP_0854,16962,464,1730,242097640
HOSP_0855,42275,847,3519,453815815
HOSP_0856,18164,604,1653,207239563
HOSP_0857,18877,489,1504,196076932
HOSP_0858,5143,70,282,49520279
HOSP_0859,41585,652,2285,351851459
HOSP_0860,13851,454,1253,173354787
HOSP_0861,13090,411,1253,148140755
HOSP_0862,18483,499,1376,201529971
HOSP_0863,36107,837,2182,302946652
HOSP_0864,53090,789,2984,489169023
HOSP_0865,35253,686,2529,375320731
HOSP_0866,6954,189,820,106107913
HOSP_0867,31639,763,3028,342122229
HOSP_0868,39093,491,1880,315705568
HOSP_0869,4033,112,432,54786189
HOSP_0870,37768,616,2405,325307368
HOSP_0871,45694,665,2986,501541100
HOSP_0872,5345,162,570,71038494
HOSP_0873,45893,857,2905,435830516
HOSP_0874,54128,911,3856,623996791
HOSP_0875,51279,699,2573,482176094
HOSP_0876,25715,561,1849,240255694
HOSP_0877,45747,898,2893,473618315
HOSP_0878,46900,947,2695,431251905
HOSP_0879,36875,637,2098,368057845
HOSP_0880,26666,529,1545,257123717
HOSP_0881,33645,646,2537,321022781
HOSP_0882,27449,501,1749,271960166
HOSP_0883,30665,752,2549,359538849
HOSP_0884,35754,499,2041,379863383
HOSP_0885,16522,221,963,165020360
HOSP_0886,46749,586,1812,429335994
HOSP_0887,20967,304,915,180488000
HOSP_0888,22815,396,1021,215012105
HOSP_0889,3746,89,321,37664469
HOSP_0890,61954,860,3271,530655177
HOSP_0891,27413,794,3325,393224197
HOSP_0892,77027,989,2942,605356287
HOSP_0893,51965,905,2632,472631299
HOSP_0894,20882,653,2774,331962255
HOSP_0895,26488,476,2052,308639476
HOSP_0896,37711,547,1813,317367659
HOSP_0897,49909,773,2925,444339934
HOSP_0898,37535,799,2396,416147858
HOSP_0899,20227,599,2688,269427673
HOSP_0900,32953,824,3055,362312967
HOSP_0901,36803,475,1918,375930215
HOSP_0902,45901,979,4359,582884695
HOSP_0903,16602,512,1804,221904847
HOSP_0904,60695,966,2749,507078001
HOSP_0905,8834,230,769,93599238
HOSP_0906,17738,301,1251,209365079
HOSP_0907,57076,862,3537,589511328
HOSP_0908,5702,73,313,53321425
HOSP_0909,15828,496,1717,188291112
HOSP_0910,46969,875,3470,562889786
HOSP_0911,15649,475,1414,168480529
HOSP_0912,16998,220,768,158171074
HOSP_0913,22755,349,1002,203875027
HOSP_0914,34929,818,2070,358136629
HOSP_0915,7940,262,846,97722554
HOSP_0916,46248,981,3754,487916007
HOSP_0917,18643,493,1593,214124986
HOSP_0918,22996,301,868,204818291
HOSP_0919,35406,994,3490,442573991
HOSP_0920,10571,171,575,91097647
HOSP_0921,26435,537,1828,244401103
HOSP_0922,19114,269,698,130972885
HOSP_0923,40298,518,1738,304659846
HOSP_0924,12975,382,1127,151687745
HOSP_0925,6271,84,237,47418462
HOSP_0926,51531,860,3044,559979367
HOSP_0927,44228,726,3011,471174292
HOSP_0928,31193,515,1919,309135185
HOSP_0929,37944,676,1844,352055569
HOSP_0930,31172,632,1627,298921309
HOSP_0931,71104,953,3686,607533026
HOSP_0932,5499,94,374,63070420
HOSP_0933,24701,511,2261,299396739
HOSP_0934,22683,426,1608,226964707
HOSP_0935,7415,169,597,83171819
HOSP_0936,20092,319,1298,183771272
HOSP_0937,15425,343,1151,160316684
HOSP_0938,16888,451,1192,189311660
HOSP_0939,32651,597,2467,351967009
HOSP_0940,61970,937,2967,516914639
HOSP_0941,28856,808,2036,264192418
HOSP_0942,5715,86,232,43799576
HOSP_0943,4432,73,310,43981138
HOSP_0944,22781,416,1361,210131724
HOSP_0945,35131,881,2922,377867174
HOSP_0946,48079,601,1738,336974776
HOSP_0947,65809,889,2435,577276875
HOSP_0948,28648,691,2082,305828486
HOSP_0949,24210,329,880,214952406
HOSP_0950,13538,354,1544,198097881
HOSP_0951,61481,823,2082,460371788
HOSP_0952,45526,743,2077,380391399
HOSP_0953,27046,425,1747,274871567
HOSP_0954,18207,505,1767,247416118
HOSP_0955,42613,929,4062,595958877
HOSP_0956,33096,552,2234,341426922
HOSP_0957,37960,718,2537,397183589
HOSP_0958,55960,984,4096,670917942
HOSP_0959,21340,286,1267,193663354
HOSP_0960,39624,727,2548,368158502
HOSP_0961,28030,746,2120,340457587
HOSP_0962,8132,213,712,91667743
HOSP_0963,56789,818,2297,528335553
HOSP_0964,3880,86,350,49233610
HOSP_0965,27555,896,3939,462772235
HOSP_0966,25114,663,1906,295034919
HOSP_0967,24945,601,1746,248934571
HOSP_0968,49286,858,2406,378743732
HOSP_0969,21627,472,1679,260016516
HOSP_0970,30231,879,3357,375752658
HOSP_0971,36076,686,2777,341799604
HOSP_0972,24974,326,1242,241495699
HOSP_0973,31319,708,2570,372522403
HOSP_0974,34183,550,2336,329475087
HOSP_0975,33976,712,2324,348856052
HOSP_0976,15469,196,664,120282342
HOSP_0977,13925,246,748,145970640
HOSP_0978,12376,198,862,143682003
HOSP_0979,30480,740,3026,424975977
HOSP_0980,3557,65,239,32490410
HOSP_0981,33325,686,1899,303201529
HOSP_0982,62649,793,2670,485681561
HOSP_0983,22971,416,1632,265544792
HOSP_0984,37192,751,2265,411326451
HOSP_0985,61304,779,3332,624698120
HOSP_0986,12128,225,608,94325609
HOSP_0987,21604,667,2654,310409729
HOSP_0988,18072,412,1290,198896637
HOSP_0989,50089,806,3032,520331332
HOSP_0990,17978,341,1420,201739048
HOSP_0991,47839,688,3085,423202910
HOSP_0992,25923,378,1343,215446734
HOSP_0993,42352,974,3539,432672846
HOSP_0994,24134,363,1601,235792449
HOSP_0995,35232,516,1918,338310408
HOSP_0996,11759,188,548,103094394
HOSP_0997,41468,564,2027,400106183
HOSP_0998,15846,219,827,146106139
HOSP_0999,14307,315,1123,164385439
HOSP_1000,5004,101,339,44779723
HOSP_1001,62773,947,3333,581480007
HOSP_1002,7227,105,365,55874004
HOSP_1003,18875,549,1436,197024059
HOSP_1004,30456,432,1150,268244407
HOSP_1005,16640,295,773,132697650
HOSP_1006,21903,333,997,208269391
HOSP_1007,18634,448,1910,272172219
HOSP_1008,33645,851,2265,358860008
HOSP_1009,10288,212,574,83036563
HOSP_1010,3811,71,275,41657148
HOSP_1011,7672,135,369,69468794
HOSP_1012,59642,830,2647,553872852
HOSP_1013,44478,839,2322,373332608
HOSP_1014,51507,749,3140,550668686
HOSP_1015,41748,1000,4313,571874516
HOSP_1016,28094,730,1907,265127836
HOSP_1017,4081,107,387,49555288
HOSP_1018,40451,657,1992,341017838
HOSP_1019,19887,257,956,186879076
HOSP_1020,30141,630,2717,347439740
HOSP_1021,64153,877,2241,456942611
HOSP_1022,21032,432,1342,216688944
HOSP_1023,23297,596,2610,293751665
HOSP_1024,4935,133,401,57494141
HOSP_1025,16503,494,1881,256830296
HOSP_1026,19307,270,892,154238590
HOSP_1027,59378,823,2345,458885356
HOSP_1028,11640,197,563,112348721
HOSP_1029,23586,353,1109,183906025
HOSP_1030,19940,422,1883,242242889
HOSP_1031,45338,598,1701,370709317
HOSP_1032,19356,532,1868,251606043
HOSP_1033,28719,794,3378,441716679
HOSP_1034,7222,185,782,103014833
HOSP_1035,5199,99,315,46664445
HOSP_1036,8199,246,952,115654448
HOSP_1037,65762,848,2530,523148908
HOSP_1038,6578,133,447,66057158
HOSP_1039,21610,277,1124,223520828
HOSP_1040,9407,135,393,81866873
HOSP_1041,61440,995,2726,467362657
HOSP_1042,13453,184,728,112622535
HOSP_1043,37621,850,2757,427129269
HOSP_1044,20569,382,1529,204783424
HOSP_1045,30139,602,1527,238299072
HOSP_1046,10077,320,1029,130219480
HOSP_1047,42811,860,2694,435358237
HOSP_1048,33565,747,2826,399081839
HOSP_1049,39122,954,4256,585312091
HOSP_1050,55348,909,2699,454945491
HOSP_1051,38135,520,2275,389267175
HOSP_1052,17271,324,993,177012442
HOSP_1053,31154,603,2271,305750039
HOSP_1054,25499,593,2365,284573555
HOSP_1055,53624,884,3372,520063069
HOSP_1056,55815,734,2226,394825695
HOSP_1057,9618,252,1034,118505147
HOSP_1058,5739,74,186,48111189
HOSP_1059,28198,581,1971,251198930
HOSP_1060,57719,945,3250,568302114
HOSP_1061,56483,735,2185,446203312
HOSP_1062,19380,243,827,173199908
HOSP_1063,26867,632,1951,282844095
HOSP_1064,12441,225,920,136839092
HOSP_1065,23456,547,1414,211654276
HOSP_1066,46555,655,2578,455891158
HOSP_1067,12095,304,826,130854940
HOSP_1068,43920,814,2036,341506718
HOSP_1069,18756,507,1559,232469983
HOSP_1070,37732,762,3013,473169354
HOSP_1071,38282,956,4276,502364843
HOSP_1072,35542,948,4117,504277348
HOSP_1073,33664,577,2209,293997665
HOSP_1074,57276,800,3348,614852078
HOSP_1075,15421,228,891,138592534
HOSP_1076,23042,304,1293,227734275
HOSP_1077,16301,228,810,137069299
HOSP_1078,27916,559,1456,270617778
HOSP_1079,12978,199,714,128218895
HOSP_1080,12267,180,676,122687334
HOSP_1081,22457,513,1625,240264994
HOSP_1082,72043,963,3447,640554866
HOSP_1083,14238,184,710,130138411
HOSP_1084,44843,710,2708,418933006
HOSP_1085,21322,660,2689,339018698
HOSP_1086,2077,55,147,20526431
HOSP_1087,23523,362,908,180297991
HOSP_1088,63456,845,3439,658876240
HOSP_1089,47609,830,2775,472817738
HOSP_1090,35721,949,4156,494156608
HOSP_1091,10131,149,487,101676970
HOSP_1092,44309,762,2453,354991997
HOSP_1093,63775,985,3425,629372157
HOSP_1094,38865,639,2716,349488024
HOSP_1095,25357,580,2096,299206429
HOSP_1096,5829,115,373,58500920
HOSP_1097,32878,760,3206,404124318
HOSP_1098,32602,695,2775,395106312
HOSP_1099,28641,706,2217,341198791
HOSP_1100,28741,526,1849,287241222
HOSP_1101,5693,122,477,72914569
HOSP_1102,59432,770,3173,512712575
HOSP_1103,26337,406,1103,246906502
HOSP_1104,14900,459,1771,195755670
HOSP_1105,48346,965,2912,492868708
HOSP_1106,49223,629,2472,399919573
HOSP_1107,34153,826,2147,330754274
HOSP_1108,48890,700,2554,427865267
HOSP_1109,45177,858,3169,505233051
HOSP_1110,34553,952,3309,472579388
HOSP_1111,20767,310,1173,212542720
HOSP_1112,43644,703,2650,412798627
HOSP_1113,5765,96,331,54586055
HOSP_1114,40906,801,3367,481839266
HOSP_1115,48030,610,1902,443109200
HOSP_1116,21792,590,1504,204318475
HOSP_1117,59128,817,2766,536188416
HOSP_1118,58569,940,2915,495257653
HOSP_1119,3671,78,350,42328806
HOSP_1120,49808,823,3388,563285414
HOSP_1121,38313,910,3795,547364174
HOSP_1122,25435,561,2403,270043939
HOSP_1123,40248,505,1756,297746531
HOSP_1124,44569,588,2509,358827575
HOSP_1125,2300,67,198,24795821
HOSP_1126,51539,937,3942,594837887
HOSP_1127,45960,855,2259,353784191
HOSP_1128,29272,472,1791,276768761
HOSP_1129,20725,403,1645,228083494
HOSP_1130,42926,659,2775,472523797
HOSP_1131,43701,605,2253,384045139
HOSP_1132,30476,534,1595,287466971
HOSP_1133,41962,574,2443,370723764
HOSP_1134,11932,322,1149,156771915
HOSP_1135,25882,857,2278,268064773
HOSP_1136,12753,303,908,136124717
HOSP_1137,53765,853,3257,530069518
HOSP_1138,76996,969,3784,748432292
HOSP_1139,38307,867,2512,416362290
HOSP_1140,22545,446,1564,249316443
HOSP_1141,22382,288,1187,188363513
HOSP_1142,11730,185,477,91571962
HOSP_1143,16505,483,1583,199360880
HOSP_1144,15456,471,1197,172051481
HOSP_1145,62324,967,4154,629112532
HOSP_1146,30411,544,2235,330271883
HOSP_1147,40021,730,2489,368795689
HOSP_1148,35348,637,1596,263413730
HOSP_1149,12485,158,458,107334212
HOSP_1150,36209,638,2493,326419413
HOSP_1151,12515,271,1130,155954300
HOSP_1152,42326,972,3311,451349655
HOSP_1153,12281,166,535,91797510
HOSP_1154,60485,986,3974,660838584
HOSP_1155,65923,885,3491,519734601
HOSP_1156,22929,623,2112,306019296
HOSP_1157,9763,173,598,84212271
HOSP_1158,31423,434,1814,317219190
HOSP_1159,6164,174,506,74903588
HOSP_1160,27663,648,1677,261346882
HOSP_1161,20716,516,2017,228578892
HOSP_1162,29218,531,2139,280867673
HOSP_1163,74514,989,3355,687329145
HOSP_1164,35729,591,2458,360700532
HOSP_1165,27204,364,1099,242273235
HOSP_1166,22137,287,1054,203316449
HOSP_1167,4365,74,213,34778289
HOSP_1168,21566,404,1257,192139008
HOSP_1169,35850,854,2921,348804894
HOSP_1170,39924,715,2431,408001428
HOSP_1171,35616,848,2673,367492142
HOSP_1172,51449,882,3766,470041465
HOSP_1173,44857,861,2840,493225424
HOSP_1174,31957,550,2344,312924538
HOSP_1175,19783,478,1512,206628288
HOSP_1176,25175,449,1392,221919720
HOSP_1177,52437,860,3632,483752317
HOSP_1178,26227,401,1324,232466163
HOSP_1179,48090,634,2712,419398353
HOSP_1180,17000,460,1737,188204919
HOSP_1181,31962,810,2117,281885098
HOSP_1182,8120,122,476,88108515
HOSP_1183,16248,331,1045,180032683
HOSP_1184,6066,82,261,57668960
HOSP_1185,4083,60,156,36417653
HOSP_1186,27603,358,1595,272357937
HOSP_1187,36331,456,1881,346418361
HOSP_1188,38060,681,3013,441518410
HOSP_1189,7675,224,654,88654905
HOSP_1190,32669,592,1611,329364370
HOSP_1191,14319,179,542,101443128
HOSP_1192,45276,914,3314,418914964
HOSP_1193,4510,58,166,34597690
HOSP_1194,22050,585,1651,233112049
HOSP_1195,59534,990,3565,641303714
HOSP_1196,18485,248,976,158558569
HOSP_1197,19056,480,1731,245260345
HOSP_1198,26450,345,1354,241990950
HOSP_1199,50258,672,1788,351202976
HOSP_1200,40686,868,2289,382084053
HOSP_1201,27650,399,1450,234477926
HOSP_1202,16653,443,1521,195707077
HOSP_1203,13255,183,508,115845517
HOSP_1204,12824,214,698,129478280
HOSP_1205,3507,56,189,30686022
HOSP_1206,15005,489,1442,174681359
HOSP_1207,74795,988,4291,650859299
HOSP_1208,22332,578,2046,282005736
HOSP_1209,20531,431,1431,182975678
HOSP_1210,3417,51,203,31617808
HOSP_1211,54610,961,3353,521755730
HOSP_1212,18822,321,1206,165362195
HOSP_1213,16856,217,728,128150816
HOSP_1214,15765,207,862,146677465
HOSP_1215,12939,198,692,102665224
HOSP_1216,40779,773,1943,384336473
HOSP_1217,55311,704,3088,464163173
HOSP_1218,12494,180,625,99526950
HOSP_1219,57463,803,2102,497504318
HOSP_1220,67662,980,4331,726358945
HOSP_1221,18021,265,822,162983308
HOSP_1222,19890,318,1342,200161594
HOSP_1223,11586,374,1505,189840914
HOSP_1224,32704,733,3114,452317835
HOSP_1225,45415,845,3298,500371038
HOSP_1226,4859,126,461,54559967
HOSP_1227,59996,895,2647,551695568
HOSP_1228,51032,822,3557,591645861
HOSP_1229,23754,447,1821,233470803
HOSP_1230,39956,659,2795,454875850
HOSP_1231,42492,700,1915,355842978
HOSP_1232,15249,285,1039,145014829
HOSP_1233,40162,935,3104,442259727
HOSP_1234,35181,588,1629,315744595
HOSP_1235,30473,487,1910,336739436
HOSP_1236,17135,432,1454,192455727
HOSP_1237,26525,546,1595,278203592
HOSP_1238,20619,364,1240,191880401
HOSP_1239,24048,375,1116,217857667
HOSP_1240,31139,544,1530,290454924
HOSP_1241,52868,903,2856,470225898
HOSP_1242,6693,184,603,88964748
HOSP_1243,43649,996,4455,532208032
HOSP_1244,28525,483,1282,240302384
HOSP_1245,29677,454,1253,214883314
HOSP_1246,49195,963,2487,425719825
HOSP_1247,34022,737,2852,418649833
HOSP_1248,23195,375,1008,215501132
HOSP_1249,34068,449,1810,285065571
HOSP_1250,31188,775,1992,341256071
HOSP_1251,5769,140,401,58956148
HOSP_1252,6205,83,283,58466013
HOSP_1253,23087,542,2261,277267809
HOSP_1254,55022,953,3706,527279418
HOSP_1255,19341,301,983,183829958
HOSP_1256,11942,333,1188,165358871
HOSP_1257,20430,429,1228,184767424
HOSP_1258,23193,480,1273,204440644
HOSP_1259,23039,726,2669,322013674
HOSP_1260,26367,592,2205,290356554
HOSP_1261,59092,895,3506,525939277
HOSP_1262,33258,697,2728,334537685
HOSP_1263,13578,396,1452,168149178
HOSP_1264,48784,856,3191,444512088
HOSP_1265,28743,415,1599,299050061
HOSP_1266,7670,125,442,70407051
HOSP_1267,40800,848,2617,384098483
HOSP_1268,31585,477,2107,343733251
HOSP_1269,35299,592,2307,323926716
HOSP_1270,51457,649,2873,518308642
HOSP_1271,15954,357,1601,222066779
HOSP_1272,20552,382,1278,206802592
HOSP_1273,42687,779,2746,447185720
HOSP_1274,43468,869,2524,368481888
HOSP_1275,19027,500,1540,204450805
HOSP_1276,33787,661,2415,335919671
HOSP_1277,55869,863,2995,585755616
HOSP_1278,2459,57,239,26131622
HOSP_1279,21410,292,870,178540712
HOSP_1280,11631,178,487,107908013
HOSP_1281,13232,350,1549,180789235
HOSP_1282,8061,175,762,103583217
HOSP_1283,70205,953,4244,757341205
HOSP_1284,6176,171,620,78781754
HOSP_1285,73260,986,4312,756668258
HOSP_1286,15752,386,1413,209747461
HOSP_1287,32973,555,2139,307208140
HOSP_1288,20879,309,1040,160183151
HOSP_1289,19119,569,2009,249762829
HOSP_1290,24928,346,907,186136154
HOSP_1291,25827,449,1129,243465360
HOSP_1292,7552,167,458,71952012
HOSP_1293,30629,530,2191,323197351
HOSP_1294,7292,120,428,75770599
HOSP_1295,2257,54,166,23079035
HOSP_1296,45851,706,2777,464292937
HOSP_1297,8067,192,645,88317802
HOSP_1298,14584,224,833,129673491
HOSP_1299,17074,324,1245,164627028
HOSP_1300,26904,384,1667,226529952
HOSP_1301,22909,624,1833,264591096
HOSP_1302,39828,574,2262,363069280
HOSP_1303,4868,62,194,45350557
HOSP_1304,73974,935,4128,695276892
HOSP_1305,13638,393,1559,210397550
HOSP_1306,25930,495,1997,298697327
HOSP_1307,18186,356,1022,178341694
HOSP_1308,8387,148,531,86021511
HOSP_1309,9212,147,386,79589610
HOSP_1310,6446,157,559,79316342
HOSP_1311,65734,831,3265,600201518
HOSP_1312,39915,782,2972,461629281
HOSP_1313,10642,202,588,97845261
HOSP_1314,7717,110,443,82219525
HOSP_1315,49396,741,3181,460332059
HOSP_1316,2729,78,292,33234687
HOSP_1317,31938,419,1794,324427304
HOSP_1318,30073,398,1602,310248887
HOSP_1319,19675,308,1177,212297897
HOSP_1320,25671,437,1508,279359223
HOSP_1321,38283,909,2427,385167584
HOSP_1322,62506,847,3379,568137657
HOSP_1323,37059,863,2427,393048258
HOSP_1324,18410,347,1055,192506706
HOSP_1325,45512,812,2574,432961852
HOSP_1326,20797,597,2023,294002886
HOSP_1327,26920,665,2796,341746415
HOSP_1328,27205,493,1778,252481240
HOSP_1329,58043,965,3589,570735345
HOSP_1330,3409,94,378,47234646
HOSP_1331,38072,632,2099,315173156
HOSP_1332,64482,855,2392,502537229
HOSP_1333,32098,679,2381,301238944
HOSP_1334,43071,588,1837,371743811
HOSP_1335,47531,833,3561,543257740
HOSP_1336,42997,904,4007,570506532
HOSP_1337,30362,413,1645,273567085
HOSP_1338,61972,793,3044,492003528
HOSP_1339,3997,74,236,33642469
HOSP_1340,7852,115,365,67086643
HOSP_1341,41333,591,1539,306602983
HOSP_1342,4406,84,270,41041597
HOSP_1343,30815,719,2917,351370169
HOSP_1344,16501,289,1114,167342208
HOSP_1345,6427,116,424,59427978
HOSP_1346,50335,847,3269,482432300
HOSP_1347,21822,324,987,184538948
HOSP_1348,8379,275,1065,137042043
HOSP_1349,38228,817,2271,410494715
HOSP_1350,7162,145,417,67525154
HOSP_1351,13928,259,1039,133231332
HOSP_1352,66188,939,3507,625454188
HOSP_1353,9075,218,921,113889050
HOSP_1354,25862,672,2128,261378649
HOSP_1355,24120,785,2278,324521779
HOSP_1356,37513,525,1666,353676709
HOSP_1357,71747,922,2633,549138282
HOSP_1358,29407,369,975,202291128
HOSP_1359,7266,149,537,75287390
HOSP_1360,4936,124,513,69043472
HOSP_1361,17507,320,1156,175943428
HOSP_1362,13647,285,841,118449700
HOSP_1363,10293,167,454,77318139
HOSP_1364,30659,560,2463,337054440
HOSP_1365,12041,272,1030,135763728
HOSP_1366,23004,754,2413,330896183
HOSP_1367,13453,260,1065,147833579
HOSP_1368,38041,935,2790,362037902
HOSP_1369,16911,271,746,148378553
HOSP_1370,5358,95,338,56411682
HOSP_1371,11269,272,907,120772411
HOSP_1372,5797,104,340,53669225
HOSP_1373,5128,95,397,57957072
HOSP_1374,20889,360,1287,210382017
HOSP_1375,49621,678,1768,433999673
HOSP_1376,15358,489,1833,244976101
HOSP_1377,67320,944,2625,546320273
HOSP_1378,22368,511,2168,288048622
HOSP_1379,45183,792,3237,467235569
HOSP_1380,3520,56,220,38717212
HOSP_1381,10433,169,630,87234914
HOSP_1382,17504,428,1258,185996634
HOSP_1383,7925,204,839,107117799
HOSP_1384,45337,884,3491,500908828
HOSP_1385,33639,757,2418,325077808
HOSP_1386,11729,285,746,129942560
HOSP_1387,15745,482,2105,215110884
HOSP_1388,10770,262,1034,136199357
HOSP_1389,54130,806,2305,389807685
HOSP_1390,44126,640,2579,371442636
HOSP_1391,6508,88,292,52181886
HOSP_1392,46710,939,3122,430881739
HOSP_1393,46369,798,3434,431456214
HOSP_1394,15391,345,1509,179945524
HOSP_1395,15619,497,1722,214754027
HOSP_1396,11040,217,744,111401953
HOSP_1397,64824,902,2335,513023926
HOSP_1398,53316,707,2426,427556455
HOSP_1399,32066,509,1631,253058099
HOSP_1400,37955,631,2755,397498923
HOSP_1401,33562,978,4200,429191501
HOSP_1402,44401,672,2069,342160936
HOSP_1403,21495,347,945,163144618
HOSP_1404,28069,429,1543,284511748
HOSP_1405,9942,221,666,113645448
HOSP_1406,42820,675,2482,457892354
HOSP_1407,2832,52,232,34820675
HOSP_1408,9044,241,845,96157367
HOSP_1409,9378,173,465,79205360
HOSP_1410,17024,237,741,133130167
HOSP_1411,15459,218,835,151695183
HOSP_1412,16024,206,792,145974633
HOSP_1413,48742,780,1975,426297153
