InvoiceID,Date,CustomerID,CustomerCategory,CustomerState,CoffeeOrigin,Quantity_lbs,UnitPrice,COGS_per_unit,Sales,TotalCOGS,GrossMargin
INV-11058,2023-01-03,CUST-170,Retail,CA,Guatemala,38,24.28,12.09,922.64,459.42,463.22
INV-11059,2023-05-19,CUST-950,Wholesale,FL,Ethiopia,493,16.04,9.49,7907.72,4678.57,3229.15
INV-11060,2023-04-15,CUST-495,Retail,TX,Ethiopia,12,15.65,8.23,187.8,98.76,89.04
INV-11061,2023-05-01,CUST-104,Retail,CA,Ethiopia,20,18.89,13.02,377.8,260.4,117.4
INV-11062,2023-07-09,CUST-408,Online,CA,Costa Rica,42,23.72,10.14,996.24,425.88,570.36
INV-11063,2023-10-19,CUST-639,Wholesale,IL,Guatemala,377,28.61,19.51,10785.97,7355.27,3430.7
INV-11064,2023-12-12,CUST-615,Wholesale,FL,Guatemala,408,26.44,17.5,10787.52,7140.0,3647.52
INV-11065,2023-09-09,CUST-647,Online,NY,Vietnam,36,19.51,12.09,702.36,435.24,267.12
INV-11066,2023-04-11,CUST-888,Wholesale,FL,Costa Rica,272,19.77,13.21,5377.44,3593.12,1784.32
INV-11067,2023-12-31,CUST-694,Wholesale,WA,Costa Rica,412,17.71,7.64,7296.52,3147.68,4148.84
INV-11068,2023-01-13,CUST-138,Wholesale,FL,Ethiopia,191,20.07,13.72,3833.37,2620.52,1212.85
INV-11069,2023-11-02,CUST-559,Wholesale,CA,Colombia,73,24.09,15.7,1758.57,1146.1,612.47
INV-11070,2023-11-06,CUST-869,Online,TX,Ethiopia,11,19.65,13.0,216.15,143.0,73.15
INV-11071,2023-01-20,CUST-917,Retail,TX,Vietnam,42,17.12,9.36,719.04,393.12,325.92
INV-11072,2023-06-26,CUST-727,Retail,TX,Colombia,31,20.6,9.98,638.6,309.38,329.22
INV-11073,2023-04-18,CUST-598,Online,WA,Colombia,13,27.86,14.63,362.18,190.19,171.99
INV-11074,2023-02-22,CUST-933,Online,FL,Costa Rica,35,23.49,12.56,822.15,439.6,382.55
INV-11075,2023-09-15,CUST-411,Online,IL,Ethiopia,11,29.97,19.87,329.67,218.57,111.1
INV-11076,2023-04-25,CUST-437,Retail,NY,Brazil,39,22.29,11.02,869.31,429.78,439.53
INV-11077,2023-05-16,CUST-721,Wholesale,TX,Colombia,224,25.32,12.43,5671.68,2784.32,2887.36
INV-11078,2023-11-19,CUST-398,Wholesale,WA,Brazil,139,25.59,14.99,3557.01,2083.61,1473.4
INV-11079,2023-03-20,CUST-907,Retail,CA,Brazil,25,19.22,11.55,480.5,288.75,191.75
INV-11080,2023-03-20,CUST-191,Online,CA,Vietnam,3,29.17,12.78,87.51,38.34,49.17
INV-11081,2023-12-09,CUST-448,Retail,NY,Ethiopia,16,25.24,14.19,403.84,227.04,176.8
INV-11082,2023-12-31,CUST-680,Online,WA,Costa Rica,4,15.07,8.1,60.28,32.4,27.88
INV-11083,2023-08-23,CUST-331,Online,NY,Guatemala,41,26.59,15.59,1090.19,639.19,451.0
INV-11084,2023-08-01,CUST-534,Retail,CA,Ethiopia,26,18.44,10.73,479.44,278.98,200.46
INV-11085,2023-12-14,CUST-938,Online,WA,Guatemala,27,16.58,9.25,447.66,249.75,197.91
INV-11086,2023-06-27,CUST-541,Wholesale,IL,Costa Rica,49,25.17,10.69,1233.33,523.81,709.52
INV-11087,2023-07-10,CUST-438,Wholesale,WA,Vietnam,395,19.73,11.92,7793.35,4708.4,3084.95
INV-11088,2023-08-30,CUST-531,Retail,FL,Ethiopia,42,22.23,15.49,933.66,650.58,283.08
INV-11089,2023-07-23,CUST-972,Online,WA,Vietnam,24,20.18,10.66,484.32,255.84,228.48
INV-11090,2023-10-04,CUST-156,Online,IL,Costa Rica,23,29.87,14.32,687.01,329.36,357.65
INV-11091,2023-11-01,CUST-627,Wholesale,FL,Vietnam,312,17.7,9.68,5522.4,3020.16,2502.24
INV-11092,2023-04-01,CUST-207,Retail,CA,Colombia,3,15.7,9.3,47.1,27.9,19.2
INV-11093,2023-05-26,CUST-950,Online,NY,Colombia,37,15.41,6.2,570.17,229.4,340.77
INV-11094,2023-02-19,CUST-308,Wholesale,WA,Brazil,248,27.43,19.07,6802.64,4729.36,2073.28
INV-11095,2023-02-08,CUST-525,Retail,TX,Vietnam,13,23.65,15.74,307.45,204.62,102.83
INV-11096,2023-05-07,CUST-213,Retail,IL,Ethiopia,2,29.79,14.99,59.58,29.98,29.6
INV-11097,2023-06-20,CUST-229,Retail,FL,Ethiopia,40,28.99,17.34,1159.6,693.6,466.0
INV-11098,2023-10-26,CUST-762,Online,IL,Colombia,6,26.4,14.68,158.4,88.08,70.32
INV-11099,2023-12-22,CUST-993,Wholesale,TX,Guatemala,321,23.46,16.26,7530.66,5219.46,2311.2
INV-11100,2023-07-17,CUST-174,Retail,FL,Costa Rica,50,25.9,13.75,1295.0,687.5,607.5
INV-11101,2023-05-01,CUST-400,Online,FL,Ethiopia,16,24.06,15.99,384.96,255.84,129.12
INV-11102,2023-08-25,CUST-340,Retail,CA,Colombia,16,16.38,7.97,262.08,127.52,134.56
INV-11103,2023-10-07,CUST-994,Online,CA,Guatemala,7,29.85,13.69,208.95,95.83,113.12
INV-11104,2023-09-03,CUST-877,Wholesale,NY,Colombia,271,21.35,11.97,5785.85,3243.87,2541.98
INV-11105,2023-03-21,CUST-488,Wholesale,WA,Brazil,453,16.69,9.76,7560.57,4421.28,3139.29
INV-11106,2023-05-02,CUST-907,Retail,CA,Guatemala,37,20.57,10.29,761.09,380.73,380.36
INV-11107,2023-09-28,CUST-202,Retail,IL,Brazil,39,25.83,13.67,1007.37,533.13,474.24
INV-11108,2023-07-27,CUST-199,Wholesale,IL,Vietnam,209,21.18,9.88,4426.62,2064.92,2361.7
INV-11109,2023-10-13,CUST-842,Retail,NY,Brazil,13,15.41,6.5,200.33,84.5,115.83
INV-11110,2023-11-19,CUST-360,Online,WA,Costa Rica,11,28.23,13.39,310.53,147.29,163.24
INV-11111,2023-06-08,CUST-473,Retail,NY,Guatemala,41,18.64,10.03,764.24,411.23,353.01
INV-11112,2023-06-06,CUST-890,Wholesale,IL,Ethiopia,321,26.83,11.22,8612.43,3601.62,5010.81
INV-11113,2023-08-07,CUST-831,Wholesale,TX,Brazil,338,29.76,14.71,10058.88,4971.98,5086.9
INV-11114,2023-09-29,CUST-893,Wholesale,FL,Colombia,250,27.42,11.66,6855.0,2915.0,3940.0
INV-11115,2023-02-04,CUST-153,Online,TX,Colombia,7,25.22,10.14,176.54,70.98,105.56
INV-11116,2023-04-03,CUST-530,Wholesale,TX,Vietnam,345,23.39,10.28,8069.55,3546.6,4522.95
INV-11117,2023-11-16,CUST-645,Wholesale,NY,Brazil,446,20.09,12.04,8960.14,5369.84,3590.3
INV-11118,2023-10-08,CUST-180,Online,WA,Vietnam,3,19.88,10.38,59.64,31.14,28.5
INV-11119,2023-08-23,CUST-730,Retail,CA,Costa Rica,5,16.81,9.49,84.05,47.45,36.6
INV-11120,2023-03-02,CUST-787,Wholesale,NY,Vietnam,288,26.68,16.35,7683.84,4708.8,2975.04
INV-11121,2023-06-30,CUST-169,Online,WA,Vietnam,22,16.78,10.41,369.16,229.02,140.14
INV-11122,2023-09-19,CUST-824,Retail,WA,Brazil,9,21.36,9.68,192.24,87.12,105.12
INV-11123,2023-08-20,CUST-822,Wholesale,TX,Brazil,431,19.85,8.04,8555.35,3465.24,5090.11
INV-11124,2023-11-09,CUST-744,Wholesale,TX,Costa Rica,22,23.28,14.13,512.16,310.86,201.3
INV-11125,2023-01-01,CUST-392,Wholesale,NY,Guatemala,106,17.33,11.22,1836.98,1189.32,647.66
INV-11126,2023-04-07,CUST-179,Retail,TX,Ethiopia,41,29.23,16.94,1198.43,694.54,503.89
INV-11127,2023-08-07,CUST-265,Retail,IL,Guatemala,28,19.07,8.44,533.96,236.32,297.64
INV-11128,2023-11-22,CUST-373,Online,WA,Vietnam,29,18.24,10.66,528.96,309.14,219.82
INV-11129,2023-02-24,CUST-534,Wholesale,CA,Costa Rica,269,22.56,13.35,6068.64,3591.15,2477.49
INV-11130,2023-07-21,CUST-326,Wholesale,FL,Guatemala,153,15.0,10.04,2295.0,1536.12,758.88
INV-11131,2023-04-08,CUST-206,Retail,WA,Vietnam,12,19.23,10.32,230.76,123.84,106.92
INV-11132,2023-08-20,CUST-838,Retail,TX,Costa Rica,32,27.62,16.17,883.84,517.44,366.4
INV-11133,2023-05-19,CUST-575,Wholesale,FL,Costa Rica,401,24.3,12.56,9744.3,5036.56,4707.74
INV-11134,2023-01-27,CUST-880,Online,CA,Vietnam,40,18.96,8.18,758.4,327.2,431.2
INV-11135,2023-08-10,CUST-937,Online,TX,Colombia,39,15.09,10.1,588.51,393.9,194.61
INV-11136,2023-01-30,CUST-792,Retail,IL,Guatemala,44,17.06,8.45,750.64,371.8,378.84
INV-11137,2023-11-15,CUST-728,Retail,TX,Guatemala,1,16.38,10.14,16.38,10.14,6.24
INV-11138,2023-08-03,CUST-540,Retail,WA,Costa Rica,46,27.32,13.19,1256.72,606.74,649.98
INV-11139,2023-11-24,CUST-156,Retail,WA,Guatemala,50,21.28,12.32,1064.0,616.0,448.0
INV-11140,2023-12-17,CUST-299,Online,TX,Brazil,11,28.69,19.98,315.59,219.78,95.81
INV-11141,2023-03-06,CUST-685,Wholesale,CA,Ethiopia,496,20.83,12.32,10331.68,6110.72,4220.96
INV-11142,2023-03-18,CUST-278,Wholesale,IL,Guatemala,84,22.13,12.86,1858.92,1080.24,778.68
INV-11143,2023-09-05,CUST-443,Online,CA,Colombia,29,21.47,12.81,622.63,371.49,251.14
INV-11144,2023-03-26,CUST-820,Retail,IL,Colombia,22,28.45,17.14,625.9,377.08,248.82
INV-11145,2023-01-09,CUST-962,Wholesale,CA,Brazil,475,22.86,14.57,10858.5,6920.75,3937.75
INV-11146,2023-02-10,CUST-663,Retail,CA,Ethiopia,35,20.8,10.11,728.0,353.85,374.15
INV-11147,2023-10-06,CUST-944,Online,FL,Vietnam,31,18.68,12.01,579.08,372.31,206.77
INV-11148,2023-05-14,CUST-620,Online,NY,Costa Rica,8,15.72,7.62,125.76,60.96,64.8
INV-11149,2023-11-07,CUST-744,Retail,CA,Costa Rica,19,27.07,17.83,514.33,338.77,175.56
INV-11150,2023-06-19,CUST-538,Retail,NY,Ethiopia,33,26.99,11.3,890.67,372.9,517.77
INV-11151,2023-12-14,CUST-130,Online,TX,Vietnam,27,17.1,9.85,461.7,265.95,195.75
INV-11152,2023-07-30,CUST-353,Online,NY,Vietnam,48,24.56,11.78,1178.88,565.44,613.44
INV-11153,2023-04-21,CUST-463,Online,CA,Colombia,30,22.42,11.64,672.6,349.2,323.4
INV-11154,2023-09-15,CUST-847,Wholesale,FL,Brazil,48,18.91,9.05,907.68,434.4,473.28
INV-11155,2023-04-28,CUST-120,Retail,NY,Costa Rica,5,26.16,12.92,130.8,64.6,66.2
INV-11156,2023-04-04,CUST-795,Retail,FL,Vietnam,35,21.79,13.39,762.65,468.65,294.0
INV-11157,2023-02-12,CUST-140,Online,NY,Costa Rica,37,19.2,9.58,710.4,354.46,355.94
INV-11158,2023-03-07,CUST-870,Wholesale,TX,Vietnam,404,18.18,9.35,7344.72,3777.4,3567.32
INV-11159,2023-10-28,CUST-954,Wholesale,CA,Guatemala,138,15.87,10.86,2190.06,1498.68,691.38
INV-11160,2023-08-18,CUST-291,Retail,CA,Brazil,6,15.98,8.56,95.88,51.36,44.52
INV-11161,2023-07-13,CUST-621,Retail,NY,Guatemala,36,20.19,9.81,726.84,353.16,373.68
INV-11162,2023-01-08,CUST-709,Retail,FL,Costa Rica,45,19.4,8.47,873.0,381.15,491.85
INV-11163,2023-02-07,CUST-162,Retail,IL,Ethiopia,50,27.24,12.88,1362.0,644.0,718.0
INV-11164,2023-01-16,CUST-544,Wholesale,NY,Vietnam,354,18.53,12.89,6559.62,4563.06,1996.56
INV-11165,2023-05-29,CUST-625,Wholesale,CA,Ethiopia,442,15.78,7.2,6974.76,3182.4,3792.36
INV-11166,2023-04-20,CUST-860,Online,NY,Brazil,3,22.15,9.12,66.45,27.36,39.09
INV-11167,2023-12-18,CUST-475,Online,CA,Brazil,24,16.55,9.37,397.2,224.88,172.32
INV-11168,2023-09-23,CUST-102,Wholesale,NY,Ethiopia,412,23.29,11.27,9595.48,4643.24,4952.24
INV-11169,2023-01-05,CUST-530,Online,IL,Ethiopia,38,22.77,11.96,865.26,454.48,410.78
INV-11170,2023-04-26,CUST-711,Retail,NY,Brazil,47,29.18,17.27,1371.46,811.69,559.77
INV-11171,2023-05-30,CUST-209,Online,FL,Guatemala,3,18.99,12.16,56.97,36.48,20.49
INV-11172,2023-05-28,CUST-479,Retail,IL,Costa Rica,31,17.86,9.59,553.66,297.29,256.37
INV-11173,2023-09-22,CUST-388,Wholesale,CA,Vietnam,134,24.94,15.9,3341.96,2130.6,1211.36
INV-11174,2023-08-26,CUST-806,Wholesale,NY,Guatemala,350,27.15,12.57,9502.5,4399.5,5103.0
INV-11175,2023-07-18,CUST-356,Wholesale,CA,Colombia,88,29.87,17.34,2628.56,1525.92,1102.64
INV-11176,2023-05-24,CUST-256,Retail,NY,Ethiopia,5,29.6,14.24,148.0,71.2,76.8
INV-11177,2023-11-02,CUST-551,Online,WA,Guatemala,36,17.64,9.23,635.04,332.28,302.76
INV-11178,2023-01-04,CUST-566,Retail,IL,Brazil,33,28.1,11.54,927.3,380.82,546.48
INV-11179,2023-08-02,CUST-563,Wholesale,FL,Ethiopia,120,16.17,10.28,1940.4,1233.6,706.8
INV-11180,2023-12-30,CUST-500,Online,NY,Vietnam,21,20.49,12.16,430.29,255.36,174.93
INV-11181,2023-12-25,CUST-274,Online,WA,Guatemala,18,20.4,9.63,367.2,173.34,193.86
INV-11182,2023-03-03,CUST-921,Retail,NY,Costa Rica,38,28.13,16.57,1068.94,629.66,439.28
INV-11183,2023-01-03,CUST-897,Wholesale,IL,Vietnam,91,26.85,15.82,2443.35,1439.62,1003.73
INV-11184,2023-10-08,CUST-696,Online,TX,Costa Rica,20,25.62,14.15,512.4,283.0,229.4
INV-11185,2023-05-09,CUST-177,Online,FL,Vietnam,7,19.6,10.46,137.2,73.22,63.98
INV-11186,2023-10-26,CUST-432,Online,IL,Vietnam,18,25.32,13.28,455.76,239.04,216.72
INV-11187,2023-06-16,CUST-381,Wholesale,FL,Brazil,497,21.86,12.18,10864.42,6053.46,4810.96
INV-11188,2023-11-04,CUST-532,Online,IL,Costa Rica,37,20.99,10.33,776.63,382.21,394.42
INV-11189,2023-09-29,CUST-595,Online,NY,Costa Rica,34,29.59,16.05,1006.06,545.7,460.36
INV-11190,2023-12-15,CUST-171,Online,NY,Guatemala,42,26.57,14.98,1115.94,629.16,486.78
INV-11191,2023-08-16,CUST-131,Wholesale,TX,Guatemala,482,19.82,12.09,9553.24,5827.38,3725.86
INV-11192,2023-11-03,CUST-932,Online,CA,Vietnam,24,28.59,15.79,686.16,378.96,307.2
INV-11193,2023-07-31,CUST-514,Retail,FL,Vietnam,46,16.37,7.15,753.02,328.9,424.12
INV-11194,2023-07-12,CUST-270,Wholesale,TX,Vietnam,194,22.45,15.55,4355.3,3016.7,1338.6
INV-11195,2023-10-16,CUST-191,Wholesale,IL,Colombia,103,28.42,17.87,2927.26,1840.61,1086.65
INV-11196,2023-03-25,CUST-307,Wholesale,IL,Brazil,189,22.19,11.76,4193.91,2222.64,1971.27
INV-11197,2023-08-17,CUST-669,Online,WA,Ethiopia,33,15.54,9.41,512.82,310.53,202.29
INV-11198,2023-10-04,CUST-439,Wholesale,WA,Ethiopia,367,26.1,12.38,9578.7,4543.46,5035.24
INV-11199,2023-04-25,CUST-249,Retail,IL,Brazil,9,22.9,12.0,206.1,108.0,98.1
INV-11200,2023-08-02,CUST-105,Online,IL,Ethiopia,1,25.35,11.98,25.35,11.98,13.37
INV-11201,2023-10-11,CUST-907,Retail,FL,Guatemala,41,15.92,10.3,652.72,422.3,230.42
INV-11202,2023-01-27,CUST-290,Retail,NY,Brazil,23,29.46,15.82,677.58,363.86,313.72
INV-11203,2023-08-15,CUST-799,Online,FL,Guatemala,41,20.91,9.92,857.31,406.72,450.59
INV-11204,2023-02-02,CUST-909,Online,TX,Ethiopia,20,20.28,13.1,405.6,262.0,143.6
INV-11205,2023-09-19,CUST-856,Retail,CA,Guatemala,1,25.65,16.16,25.65,16.16,9.49
INV-11206,2023-01-26,CUST-961,Wholesale,FL,Ethiopia,430,19.59,8.85,8423.7,3805.5,4618.2
INV-11207,2023-02-18,CUST-780,Online,NY,Costa Rica,46,19.32,8.02,888.72,368.92,519.8
INV-11208,2023-07-31,CUST-638,Online,CA,Costa Rica,2,20.38,9.67,40.76,19.34,21.42
INV-11209,2023-10-08,CUST-479,Retail,WA,Vietnam,50,28.12,16.93,1406.0,846.5,559.5
INV-11210,2023-02-15,CUST-462,Online,NY,Brazil,30,25.26,12.77,757.8,383.1,374.7
INV-11211,2023-08-01,CUST-288,Wholesale,FL,Costa Rica,216,24.16,16.03,5218.56,3462.48,1756.08
INV-11212,2023-09-01,CUST-132,Retail,CA,Vietnam,23,20.11,10.33,462.53,237.59,224.94
INV-11213,2023-01-29,CUST-701,Online,NY,Colombia,29,15.38,8.72,446.02,252.88,193.14
INV-11214,2023-05-15,CUST-729,Online,NY,Vietnam,26,25.43,13.32,661.18,346.32,314.86
INV-11215,2023-07-08,CUST-200,Online,TX,Brazil,25,16.16,11.29,404.0,282.25,121.75
INV-11216,2023-12-29,CUST-448,Wholesale,NY,Vietnam,223,16.81,11.33,3748.63,2526.59,1222.04
INV-11217,2023-07-14,CUST-718,Wholesale,WA,Colombia,126,17.01,9.9,2143.26,1247.4,895.86
INV-11218,2023-05-23,CUST-973,Online,FL,Brazil,47,28.56,17.97,1342.32,844.59,497.73
INV-11219,2023-11-30,CUST-786,Retail,NY,Ethiopia,23,25.22,16.07,580.06,369.61,210.45
INV-11220,2023-07-08,CUST-937,Online,IL,Vietnam,6,23.51,14.66,141.06,87.96,53.1
INV-11221,2023-12-28,CUST-624,Retail,NY,Costa Rica,25,26.73,12.41,668.25,310.25,358.0
INV-11222,2023-11-25,CUST-742,Retail,IL,Brazil,39,18.7,10.19,729.3,397.41,331.89
INV-11223,2023-12-10,CUST-442,Retail,IL,Guatemala,46,25.21,10.36,1159.66,476.56,683.1
INV-11224,2023-06-28,CUST-970,Online,IL,Colombia,45,18.03,10.4,811.35,468.0,343.35
INV-11225,2023-11-27,CUST-900,Wholesale,TX,Colombia,395,19.85,8.06,7840.75,3183.7,4657.05
INV-11226,2023-12-11,CUST-455,Online,NY,Costa Rica,15,25.34,13.98,380.1,209.7,170.4
INV-11227,2023-08-15,CUST-799,Online,WA,Costa Rica,27,29.03,19.49,783.81,526.23,257.58
INV-11228,2023-08-18,CUST-845,Retail,IL,Costa Rica,43,16.62,10.03,714.66,431.29,283.37
INV-11229,2023-07-25,CUST-135,Retail,TX,Vietnam,8,22.89,13.21,183.12,105.68,77.44
INV-11230,2023-06-25,CUST-382,Retail,NY,Vietnam,46,22.55,13.09,1037.3,602.14,435.16
INV-11231,2023-06-22,CUST-356,Wholesale,NY,Vietnam,38,26.3,11.27,999.4,428.26,571.14
INV-11232,2023-11-11,CUST-528,Retail,NY,Costa Rica,4,16.85,8.19,67.4,32.76,34.64
INV-11233,2023-06-01,CUST-354,Online,WA,Ethiopia,44,25.32,11.51,1114.08,506.44,607.64
INV-11234,2023-06-03,CUST-577,Retail,CA,Guatemala,35,21.04,12.35,736.4,432.25,304.15
INV-11235,2023-04-06,CUST-433,Online,FL,Vietnam,48,16.45,11.23,789.6,539.04,250.56
INV-11236,2023-10-28,CUST-182,Wholesale,IL,Costa Rica,331,17.65,8.23,5842.15,2724.13,3118.02
INV-11237,2023-05-10,CUST-537,Online,WA,Costa Rica,12,17.2,9.91,206.4,118.92,87.48
INV-11238,2023-02-25,CUST-470,Wholesale,NY,Ethiopia,235,23.39,13.63,5496.65,3203.05,2293.6
INV-11239,2023-10-26,CUST-221,Wholesale,IL,Guatemala,356,15.89,10.91,5656.84,3883.96,1772.88
INV-11240,2023-02-09,CUST-241,Wholesale,IL,Vietnam,472,16.58,8.51,7825.76,4016.72,3809.04
INV-11241,2023-11-13,CUST-476,Online,IL,Colombia,29,19.6,11.96,568.4,346.84,221.56
INV-11242,2023-05-15,CUST-718,Wholesale,TX,Brazil,82,23.02,12.5,1887.64,1025.0,862.64
INV-11243,2023-07-09,CUST-821,Retail,WA,Guatemala,25,28.93,16.22,723.25,405.5,317.75
INV-11244,2023-01-08,CUST-567,Online,IL,Colombia,34,16.55,11.29,562.7,383.86,178.84
INV-11245,2023-05-07,CUST-828,Wholesale,CA,Costa Rica,31,29.1,17.5,902.1,542.5,359.6
INV-11246,2023-01-29,CUST-714,Wholesale,FL,Vietnam,107,28.9,18.2,3092.3,1947.4,1144.9
INV-11247,2023-10-19,CUST-735,Online,NY,Guatemala,14,27.44,13.63,384.16,190.82,193.34
INV-11248,2023-02-21,CUST-936,Retail,FL,Vietnam,42,19.54,11.54,820.68,484.68,336.0
INV-11249,2023-08-27,CUST-111,Retail,IL,Vietnam,36,23.8,10.23,856.8,368.28,488.52
INV-11250,2023-09-08,CUST-129,Retail,CA,Vietnam,49,26.06,14.61,1276.94,715.89,561.05
INV-11251,2023-05-23,CUST-895,Online,IL,Guatemala,19,16.96,10.96,322.24,208.24,114.0
INV-11252,2023-12-02,CUST-813,Retail,CA,Guatemala,40,15.59,7.95,623.6,318.0,305.6
INV-11253,2023-04-06,CUST-916,Online,FL,Colombia,14,15.82,8.59,221.48,120.26,101.22
INV-11254,2023-04-21,CUST-995,Wholesale,FL,Vietnam,449,17.84,7.93,8010.16,3560.57,4449.59
INV-11255,2023-04-02,CUST-195,Retail,TX,Brazil,16,20.7,12.03,331.2,192.48,138.72
INV-11256,2023-02-22,CUST-841,Wholesale,FL,Brazil,73,27.65,16.99,2018.45,1240.27,778.18
INV-11257,2023-09-03,CUST-704,Online,NY,Ethiopia,16,20.53,8.45,328.48,135.2,193.28
INV-11258,2023-10-23,CUST-347,Retail,NY,Costa Rica,35,26.81,13.32,938.35,466.2,472.15
INV-11259,2023-10-06,CUST-567,Wholesale,CA,Colombia,488,19.1,12.53,9320.8,6114.64,3206.16
INV-11260,2023-07-31,CUST-279,Retail,NY,Brazil,19,24.26,10.23,460.94,194.37,266.57
INV-11261,2023-08-07,CUST-391,Retail,FL,Brazil,36,18.92,12.66,681.12,455.76,225.36
INV-11262,2023-10-31,CUST-807,Retail,FL,Guatemala,45,26.21,14.66,1179.45,659.7,519.75
INV-11263,2023-08-13,CUST-369,Wholesale,WA,Costa Rica,337,16.69,10.99,5624.53,3703.63,1920.9
INV-11264,2023-07-20,CUST-781,Retail,TX,Costa Rica,49,15.44,7.73,756.56,378.77,377.79
INV-11265,2023-12-30,CUST-511,Wholesale,CA,Ethiopia,135,17.13,10.49,2312.55,1416.15,896.4
INV-11266,2023-12-22,CUST-780,Online,NY,Vietnam,30,19.28,11.32,578.4,339.6,238.8
INV-11267,2023-09-07,CUST-277,Retail,TX,Brazil,16,28.66,17.41,458.56,278.56,180.0
INV-11268,2023-03-07,CUST-655,Online,FL,Guatemala,36,24.99,10.5,899.64,378.0,521.64
INV-11269,2023-10-16,CUST-228,Wholesale,CA,Colombia,245,26.06,15.39,6384.7,3770.55,2614.15
INV-11270,2023-10-27,CUST-159,Wholesale,IL,Vietnam,132,25.59,12.78,3377.88,1686.96,1690.92
INV-11271,2023-11-05,CUST-574,Retail,IL,Costa Rica,23,25.12,12.94,577.76,297.62,280.14
INV-11272,2023-10-20,CUST-645,Retail,NY,Brazil,8,21.01,13.51,168.08,108.08,60.0
INV-11273,2023-01-31,CUST-382,Online,WA,Ethiopia,6,22.57,15.19,135.42,91.14,44.28
INV-11274,2023-05-08,CUST-629,Retail,NY,Costa Rica,10,18.0,11.71,180.0,117.1,62.9
INV-11275,2023-11-30,CUST-565,Online,TX,Costa Rica,40,19.22,8.06,768.8,322.4,446.4
INV-11276,2023-01-26,CUST-206,Wholesale,IL,Brazil,42,16.23,10.36,681.66,435.12,246.54
INV-11277,2023-12-04,CUST-341,Retail,FL,Vietnam,7,29.8,12.74,208.6,89.18,119.42
INV-11278,2023-02-09,CUST-934,Online,FL,Vietnam,45,16.53,7.48,743.85,336.6,407.25
INV-11279,2023-02-01,CUST-836,Retail,IL,Ethiopia,4,23.02,10.03,92.08,40.12,51.96
INV-11280,2023-07-01,CUST-553,Online,CA,Brazil,18,22.41,11.21,403.38,201.78,201.6
INV-11281,2023-02-25,CUST-905,Online,WA,Colombia,43,19.21,10.8,826.03,464.4,361.63
INV-11282,2023-02-04,CUST-830,Wholesale,WA,Brazil,14,24.25,15.28,339.5,213.92,125.58
INV-11283,2023-01-23,CUST-965,Wholesale,FL,Guatemala,253,22.55,15.29,5705.15,3868.37,1836.78
INV-11284,2023-11-18,CUST-527,Wholesale,WA,Guatemala,195,24.62,12.52,4800.9,2441.4,2359.5
INV-11285,2023-08-09,CUST-776,Wholesale,CA,Brazil,447,25.5,10.74,11398.5,4800.78,6597.72
INV-11286,2023-08-10,CUST-876,Retail,NY,Colombia,25,16.25,9.24,406.25,231.0,175.25
INV-11287,2023-09-24,CUST-637,Wholesale,IL,Guatemala,84,29.06,20.1,2441.04,1688.4,752.64
INV-11288,2023-08-03,CUST-755,Retail,CA,Brazil,9,15.34,9.19,138.06,82.71,55.35
INV-11289,2023-08-12,CUST-505,Wholesale,IL,Vietnam,125,16.77,11.7,2096.25,1462.5,633.75
INV-11290,2023-07-16,CUST-835,Retail,WA,Colombia,45,15.88,9.7,714.6,436.5,278.1
INV-11291,2023-02-27,CUST-330,Online,TX,Brazil,37,29.12,18.02,1077.44,666.74,410.7
INV-11292,2023-08-08,CUST-121,Online,WA,Colombia,26,18.23,11.25,473.98,292.5,181.48
INV-11293,2023-04-14,CUST-328,Online,WA,Brazil,18,28.21,14.23,507.78,256.14,251.64
INV-11294,2023-09-21,CUST-347,Retail,FL,Ethiopia,42,26.46,15.23,1111.32,639.66,471.66
INV-11295,2023-09-06,CUST-314,Wholesale,TX,Guatemala,406,28.4,17.86,11530.4,7251.16,4279.24
INV-11296,2023-02-23,CUST-485,Wholesale,NY,Guatemala,44,16.68,10.29,733.92,452.76,281.16
INV-11297,2023-04-27,CUST-842,Wholesale,FL,Brazil,443,27.83,18.38,12328.69,8142.34,4186.35
INV-11298,2023-09-25,CUST-533,Retail,WA,Costa Rica,20,19.99,12.97,399.8,259.4,140.4
INV-11299,2023-12-22,CUST-491,Wholesale,NY,Colombia,361,26.2,11.51,9458.2,4155.11,5303.09
INV-11300,2023-02-24,CUST-735,Online,NY,Guatemala,18,22.24,12.84,400.32,231.12,169.2
INV-11301,2023-12-04,CUST-640,Wholesale,NY,Brazil,314,25.24,11.06,7925.36,3472.84,4452.52
INV-11302,2023-06-05,CUST-507,Online,FL,Ethiopia,39,20.64,13.32,804.96,519.48,285.48
INV-11303,2023-04-20,CUST-326,Online,TX,Ethiopia,48,16.68,8.1,800.64,388.8,411.84
INV-11304,2023-06-01,CUST-625,Online,FL,Guatemala,17,29.73,12.24,505.41,208.08,297.33
INV-11305,2023-03-25,CUST-659,Wholesale,WA,Brazil,260,27.8,15.99,7228.0,4157.4,3070.6
INV-11306,2023-05-14,CUST-441,Wholesale,TX,Costa Rica,392,17.18,9.14,6734.56,3582.88,3151.68
INV-11307,2023-12-28,CUST-423,Retail,IL,Ethiopia,26,26.78,15.17,696.28,394.42,301.86
INV-11308,2023-03-22,CUST-348,Online,FL,Guatemala,40,24.98,12.49,999.2,499.6,499.6
