Ngày CT,Số CT,TK Nợ,TK Có,Số tiền,Nội dung,Bộ phận,Mã KH,Mã NCC,IFRS_Category,IFRS_Standard,IFRS_Category,IFRS_Standard
31/12/2022,CT883300,511,111,49112300.09,Giao dịch mua bán,Sales,CUST0191,VEND0138,Revenue,IFRS 15,Revenue,IFRS 15
31/12/2022,CT061393,111,214,38392531.34,Giao dịch mua bán,IT,CUST0006,VEND0026,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT040369,331,211,1878682.11,Giao dịch mua bán,Sales,CUST0096,VEND0045,Liability,IAS 37,Liability,IAS 37
31/12/2022,CT271070,632,642,26663128.49,Giao dịch mua bán,Finance,CUST0128,VEND0009,Expense,IAS 1,Expense,IAS 1
31/12/2022,CT636745,214,112,9485666.25,Giao dịch mua bán,IT,CUST0143,VEND0042,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT439713,112,642,2502469.4,Giao dịch mua bán,HR,CUST0128,VEND0062,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT545106,632,632,9278635.73,Giao dịch mua bán,IT,CUST0186,VEND0073,Expense,IAS 1,Expense,IAS 1
31/12/2022,CT410794,211,152,38534734.93,Giao dịch mua bán,Finance,CUST0062,VEND0009,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT955004,211,111,2101535.83,Giao dịch mua bán,IT,CUST0028,VEND0094,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT921463,632,211,6430262.44,Giao dịch mua bán,Production,CUST0084,VEND0025,Expense,IAS 1,Expense,IAS 1
31/12/2022,CT029436,111,642,12851863.06,Giao dịch mua bán,IT,CUST0003,VEND0012,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT492559,642,131,47955309,Giao dịch mua bán,Sales,CUST0110,VEND0065,Expense,IAS 1,Expense,IAS 1
25/03/2024,CT209577,152,214,6122458.76,Giao dịch mua bán,Sales,CUST0068,VEND0088,Asset,IAS 16,Asset,IAS 16
12/05/2024,CT256988,112,112,41213665.79,Giao dịch mua bán,Production,CUST0103,VEND0001,Asset,IAS 16,Asset,IAS 16
05/11/2024,CT357466,211,331,5732873.95,Giao dịch mua bán,Sales,CUST0108,VEND0058,Asset,IAS 16,Asset,IAS 16
16/09/2024,CT977624,632,211,34706925.93,Giao dịch mua bán,Finance,CUST0056,VEND0086,Expense,IAS 1,Expense,IAS 1
03/10/2024,CT896375,156,511,31818980.15,Giao dịch mua bán,Sales,CUST0172,VEND0109,Asset,IAS 16,Asset,IAS 16
19/07/2024,CT134275,131,152,24249358.17,Giao dịch mua bán,Sales,CUST0115,VEND0068,Asset,IAS 16,Asset,IAS 16
10/11/2024,CT085432,642,112,5781610.84,Giao dịch mua bán,HR,CUST0154,VEND0134,Expense,IAS 1,Expense,IAS 1
28/09/2024,CT013423,131,511,9095456.11,Giao dịch mua bán,Production,CUST0178,VEND0018,Asset,IAS 16,Asset,IAS 16
15/12/2024,CT594823,112,112,2410067.94,Giao dịch mua bán,HR,CUST0129,VEND0083,Asset,IAS 16,Asset,IAS 16
26/03/2024,CT305206,642,511,47959093.03,Giao dịch mua bán,HR,CUST0194,VEND0098,Expense,IAS 1,Expense,IAS 1
29/11/2024,CT949519,112,642,7431950.83,Giao dịch mua bán,Finance,CUST0182,VEND0147,Asset,IAS 16,Asset,IAS 16
07/04/2024,CT901651,632,112,8066591.46,Giao dịch mua bán,HR,CUST0107,VEND0157,Expense,IAS 1,Expense,IAS 1
26/02/2024,CT598686,211,112,2193575.54,Giao dịch mua bán,Finance,CUST0135,VEND0036,Asset,IAS 16,Asset,IAS 16
17/05/2024,CT750327,211,111,27079375.53,Giao dịch mua bán,Finance,CUST0137,VEND0118,Asset,IAS 16,Asset,IAS 16
07/10/2024,CT308737,112,111,37729275.42,Giao dịch mua bán,Finance,CUST0057,VEND0104,Asset,IAS 16,Asset,IAS 16
25/03/2024,CT866349,511,331,31912413.27,Giao dịch mua bán,IT,CUST0159,VEND0131,Revenue,IFRS 15,Revenue,IFRS 15
06/11/2024,CT744292,211,642,40912953.53,Giao dịch mua bán,Sales,CUST0111,VEND0052,Asset,IAS 16,Asset,IAS 16
10/07/2024,CT830872,131,156,31329848.64,Giao dịch mua bán,Sales,CUST0168,VEND0105,Asset,IAS 16,Asset,IAS 16
19/06/2024,CT613091,511,156,26721213.12,Giao dịch mua bán,IT,CUST0189,VEND0179,Revenue,IFRS 15,Revenue,IFRS 15
26/09/2024,CT414215,156,111,49583644.13,Giao dịch mua bán,HR,CUST0014,VEND0168,Asset,IAS 16,Asset,IAS 16
07/02/2024,CT629126,331,156,40192492.49,Giao dịch mua bán,Sales,CUST0135,VEND0101,Liability,IAS 37,Liability,IAS 37
12/01/2024,CT090143,331,131,48871124.08,Giao dịch mua bán,IT,CUST0120,VEND0095,Liability,IAS 37,Liability,IAS 37
23/02/2024,CT695852,642,642,9771862.29,Giao dịch mua bán,Sales,CUST0184,VEND0070,Expense,IAS 1,Expense,IAS 1
04/10/2024,CT631047,152,211,396299.46,Giao dịch mua bán,Production,CUST0020,VEND0049,Asset,IAS 16,Asset,IAS 16
06/12/2024,CT772715,642,111,43502049.24,Giao dịch mua bán,Production,CUST0060,VEND0063,Expense,IAS 1,Expense,IAS 1
07/08/2024,CT130164,131,331,23170697.1,Giao dịch mua bán,IT,CUST0089,VEND0184,Asset,IAS 16,Asset,IAS 16
21/03/2024,CT954171,632,632,47393806.34,Giao dịch mua bán,Finance,CUST0093,VEND0190,Expense,IAS 1,Expense,IAS 1
02/02/2024,CT515941,214,131,27855382.68,Giao dịch mua bán,Sales,CUST0197,VEND0061,Asset,IAS 16,Asset,IAS 16
05/10/2024,CT209135,511,111,19525919.84,Giao dịch mua bán,HR,CUST0199,VEND0055,Revenue,IFRS 15,Revenue,IFRS 15
14/10/2024,CT662728,111,511,26717491.05,Giao dịch mua bán,HR,CUST0183,VEND0136,Asset,IAS 16,Asset,IAS 16
05/10/2024,CT620877,214,211,25557680.97,Giao dịch mua bán,HR,CUST0050,VEND0023,Asset,IAS 16,Asset,IAS 16
05/02/2024,CT227596,632,211,48816434.98,Giao dịch mua bán,Production,CUST0158,VEND0075,Expense,IAS 1,Expense,IAS 1
10/10/2024,CT363980,131,511,49667470.04,Giao dịch mua bán,IT,CUST0149,VEND0086,Asset,IAS 16,Asset,IAS 16
17/10/2024,CT157779,331,632,16675508.62,Giao dịch mua bán,Finance,CUST0143,VEND0038,Liability,IAS 37,Liability,IAS 37
27/06/2024,CT232147,156,642,33100211.25,Giao dịch mua bán,IT,CUST0050,VEND0063,Asset,IAS 16,Asset,IAS 16
18/07/2024,CT323626,642,211,11948665.15,Giao dịch mua bán,Sales,CUST0056,VEND0101,Expense,IAS 1,Expense,IAS 1
12/08/2024,CT248861,152,211,9897203.48,Giao dịch mua bán,Production,CUST0087,VEND0099,Asset,IAS 16,Asset,IAS 16
02/06/2024,CT479264,111,632,29964235.67,Giao dịch mua bán,Finance,CUST0079,VEND0142,Asset,IAS 16,Asset,IAS 16
01/02/2024,CT735435,156,511,24066729.65,Giao dịch mua bán,IT,CUST0038,VEND0090,Asset,IAS 16,Asset,IAS 16
18/11/2024,CT528591,111,331,26777946.84,Giao dịch mua bán,IT,CUST0160,VEND0108,Asset,IAS 16,Asset,IAS 16
14/04/2024,CT481079,642,111,12194882.79,Giao dịch mua bán,Finance,CUST0091,VEND0083,Expense,IAS 1,Expense,IAS 1
29/05/2024,CT907392,131,131,34247575.11,Giao dịch mua bán,Finance,CUST0004,VEND0033,Asset,IAS 16,Asset,IAS 16
28/03/2024,CT063198,632,111,14514265.77,Giao dịch mua bán,HR,CUST0027,VEND0014,Expense,IAS 1,Expense,IAS 1
08/05/2024,CT458729,511,331,18439310.17,Giao dịch mua bán,Sales,CUST0091,VEND0029,Revenue,IFRS 15,Revenue,IFRS 15
28/06/2024,CT053033,511,131,46587630.96,Giao dịch mua bán,HR,CUST0184,VEND0141,Revenue,IFRS 15,Revenue,IFRS 15
14/05/2024,CT049176,111,211,3044518.19,Giao dịch mua bán,Sales,CUST0190,VEND0065,Asset,IAS 16,Asset,IAS 16
23/02/2024,CT944152,156,632,10611411.2,Giao dịch mua bán,IT,CUST0065,VEND0151,Asset,IAS 16,Asset,IAS 16
10/04/2024,CT857464,331,211,13167107.07,Giao dịch mua bán,HR,CUST0070,VEND0064,Liability,IAS 37,Liability,IAS 37
13/12/2024,CT952007,511,131,8925283.32,Giao dịch mua bán,Finance,CUST0052,VEND0176,Revenue,IFRS 15,Revenue,IFRS 15
14/08/2024,CT091958,111,131,49779911.72,Giao dịch mua bán,Finance,CUST0067,VEND0152,Asset,IAS 16,Asset,IAS 16
30/09/2024,CT178314,112,511,12283339.43,Giao dịch mua bán,Production,CUST0159,VEND0190,Asset,IAS 16,Asset,IAS 16
12/12/2024,CT957668,131,111,24057523.49,Giao dịch mua bán,HR,CUST0111,VEND0061,Asset,IAS 16,Asset,IAS 16
08/03/2024,CT504483,111,131,39768689.99,Giao dịch mua bán,Sales,CUST0062,VEND0009,Asset,IAS 16,Asset,IAS 16
11/11/2024,CT570664,632,152,37694141.67,Giao dịch mua bán,Sales,CUST0115,VEND0111,Expense,IAS 1,Expense,IAS 1
11/12/2024,CT112529,131,511,13607612.05,Giao dịch mua bán,Production,CUST0075,VEND0069,Asset,IAS 16,Asset,IAS 16
23/04/2024,CT678910,131,152,16811296.32,Giao dịch mua bán,Finance,CUST0023,VEND0034,Asset,IAS 16,Asset,IAS 16
05/12/2024,CT836647,214,331,20456193.78,Giao dịch mua bán,HR,CUST0036,VEND0190,Asset,IAS 16,Asset,IAS 16
17/10/2024,CT504380,152,632,46276079.6,Giao dịch mua bán,Sales,CUST0170,VEND0166,Asset,IAS 16,Asset,IAS 16
13/02/2024,CT947451,152,642,46372622.57,Giao dịch mua bán,Production,CUST0073,VEND0187,Asset,IAS 16,Asset,IAS 16
11/01/2024,CT514171,331,131,34326711.23,Giao dịch mua bán,HR,CUST0101,VEND0018,Liability,IAS 37,Liability,IAS 37
17/02/2024,CT847306,112,111,46484838.92,Giao dịch mua bán,Finance,CUST0196,VEND0154,Asset,IAS 16,Asset,IAS 16
18/04/2024,CT931677,511,632,34895294.07,Giao dịch mua bán,Sales,CUST0174,VEND0174,Revenue,IFRS 15,Revenue,IFRS 15
24/01/2024,CT498145,156,632,21294405.11,Giao dịch mua bán,Finance,CUST0199,VEND0060,Asset,IAS 16,Asset,IAS 16
05/12/2024,CT887595,632,511,8390689.63,Giao dịch mua bán,IT,CUST0174,VEND0058,Expense,IAS 1,Expense,IAS 1
18/08/2024,CT873457,211,112,17671796.53,Giao dịch mua bán,IT,CUST0006,VEND0114,Asset,IAS 16,Asset,IAS 16
19/12/2024,CT635503,214,112,29514776.08,Giao dịch mua bán,IT,CUST0015,VEND0065,Asset,IAS 16,Asset,IAS 16
13/09/2024,CT424873,111,331,47351719.7,Giao dịch mua bán,HR,CUST0131,VEND0055,Asset,IAS 16,Asset,IAS 16
11/05/2024,CT569459,214,131,18381405.62,Giao dịch mua bán,Production,CUST0132,VEND0081,Asset,IAS 16,Asset,IAS 16
28/05/2024,CT411286,112,131,45515482.23,Giao dịch mua bán,IT,CUST0149,VEND0129,Asset,IAS 16,Asset,IAS 16
29/07/2024,CT301113,642,152,43274301.85,Giao dịch mua bán,Production,CUST0076,VEND0158,Expense,IAS 1,Expense,IAS 1
17/11/2024,CT383935,111,214,48432694.56,Giao dịch mua bán,IT,CUST0102,VEND0149,Asset,IAS 16,Asset,IAS 16
17/04/2024,CT012833,131,214,8495573.09,Giao dịch mua bán,Production,CUST0092,VEND0106,Asset,IAS 16,Asset,IAS 16
09/05/2024,CT875890,331,156,46670675.07đ,Giao dịch mua bán,Production,CUST0162,VEND0122,Liability,IAS 37,Liability,IAS 37
29/06/2024,CT754455,511,331,20039565.83,Giao dịch mua bán,Finance,CUST0128,VEND0153,Revenue,IFRS 15,Revenue,IFRS 15
05/04/2024,CT054898,111,131,42295037.89,Giao dịch mua bán,Sales,CUST0023,VEND0077,Asset,IAS 16,Asset,IAS 16
19/07/2024,CT508908,642,632,46813463.88,Giao dịch mua bán,IT,CUST0138,VEND0089,Expense,IAS 1,Expense,IAS 1
02/04/2024,CT877689,156,152,40058261.89,Giao dịch mua bán,Finance,CUST0050,VEND0154,Asset,IAS 16,Asset,IAS 16
15/08/2024,CT974700,211,214,40566929.63,Giao dịch mua bán,HR,CUST0064,VEND0138,Asset,IAS 16,Asset,IAS 16
15/04/2024,CT675002,331,111,33352364.25,Giao dịch mua bán,Production,CUST0196,VEND0130,Liability,IAS 37,Liability,IAS 37
04/12/2024,CT024102,211,156,8342512.11,Giao dịch mua bán,Production,CUST0072,VEND0069,Asset,IAS 16,Asset,IAS 16
21/07/2024,CT479408,214,152,13783332.71,Giao dịch mua bán,Production,CUST0072,VEND0111,Asset,IAS 16,Asset,IAS 16
21/11/2024,CT566653,642,511,34976398.43,Giao dịch mua bán,IT,CUST0154,VEND0048,Expense,IAS 1,Expense,IAS 1
02/08/2024,CT898783,152,131,14379252.03,Giao dịch mua bán,Production,CUST0111,VEND0047,Asset,IAS 16,Asset,IAS 16
27/10/2024,CT463771,156,632,23909760.78,Giao dịch mua bán,Sales,CUST0100,VEND0179,Asset,IAS 16,Asset,IAS 16
07/10/2024,CT599959,156,112,37437339.02,Giao dịch mua bán,IT,CUST0183,VEND0044,Asset,IAS 16,Asset,IAS 16
10/02/2024,CT350928,152,152,8212657.37,Giao dịch mua bán,Finance,CUST0114,VEND0029,Asset,IAS 16,Asset,IAS 16
23/04/2024,CT614156,642,156,32360905.58,Giao dịch mua bán,Production,CUST0143,VEND0162,Expense,IAS 1,Expense,IAS 1
03/02/2024,CT545962,152,331,556336.64,Giao dịch mua bán,IT,CUST0098,VEND0059,Asset,IAS 16,Asset,IAS 16
20/01/2024,CT615356,632,131,20141215.67,Giao dịch mua bán,IT,CUST0065,VEND0062,Expense,IAS 1,Expense,IAS 1
28/04/2024,CT795611,152,156,31336873.79,Giao dịch mua bán,Production,CUST0173,VEND0066,Asset,IAS 16,Asset,IAS 16
07/05/2024,CT689527,156,642,9223839.35,Giao dịch mua bán,IT,CUST0126,VEND0078,Asset,IAS 16,Asset,IAS 16
13/02/2024,CT289451,152,112,16466320.14,Giao dịch mua bán,IT,CUST0139,VEND0106,Asset,IAS 16,Asset,IAS 16
08/04/2024,CT047174,511,632,46680827.75,Giao dịch mua bán,IT,CUST0010,VEND0076,Revenue,IFRS 15,Revenue,IFRS 15
08/02/2024,CT993359,331,112,16987654.01,Giao dịch mua bán,Sales,CUST0005,VEND0091,Liability,IAS 37,Liability,IAS 37
27/02/2024,CT319528,642,112,43022550.14,Giao dịch mua bán,IT,CUST0051,VEND0096,Expense,IAS 1,Expense,IAS 1
05/01/2024,CT857095,642,642,29567726.03,Giao dịch mua bán,Finance,CUST0107,VEND0024,Expense,IAS 1,Expense,IAS 1
11/06/2024,CT056214,131,642,23992639.66,Giao dịch mua bán,Sales,CUST0127,VEND0188,Asset,IAS 16,Asset,IAS 16
06/10/2024,CT591387,152,111,29650547.32,Giao dịch mua bán,Finance,CUST0196,VEND0129,Asset,IAS 16,Asset,IAS 16
05/08/2024,CT537400,642,632,12549802.62,Giao dịch mua bán,IT,CUST0072,VEND0170,Expense,IAS 1,Expense,IAS 1
05/06/2024,CT003513,632,131,19035565.04,Giao dịch mua bán,HR,CUST0087,VEND0007,Expense,IAS 1,Expense,IAS 1
23/05/2024,CT630180,331,156,5796820.29,Giao dịch mua bán,Finance,CUST0044,VEND0033,Liability,IAS 37,Liability,IAS 37
04/12/2024,CT968921,156,511,38742944.51,Giao dịch mua bán,Finance,CUST0184,VEND0032,Asset,IAS 16,Asset,IAS 16
16/01/2024,CT298914,511,642,1488906.93,Giao dịch mua bán,IT,CUST0195,VEND0085,Revenue,IFRS 15,Revenue,IFRS 15
01/03/2024,CT447813,131,211,3752632.28,Giao dịch mua bán,IT,CUST0095,VEND0035,Asset,IAS 16,Asset,IAS 16
30/12/2024,CT347820,111,632,41649979.99,Giao dịch mua bán,HR,CUST0031,VEND0011,Asset,IAS 16,Asset,IAS 16
28/04/2024,CT502220,156,111,39384489.04,Giao dịch mua bán,HR,CUST0079,VEND0063,Asset,IAS 16,Asset,IAS 16
11/09/2024,CT368615,511,632,16385263.91,Giao dịch mua bán,Production,CUST0134,VEND0043,Revenue,IFRS 15,Revenue,IFRS 15
15/11/2024,CT721041,211,511,7420480.96,Giao dịch mua bán,IT,CUST0120,VEND0095,Asset,IAS 16,Asset,IAS 16
09/11/2024,CT151206,511,632,17997430.56,Giao dịch mua bán,IT,CUST0070,VEND0170,Revenue,IFRS 15,Revenue,IFRS 15
18/01/2024,CT684176,642,131,26029859.8,Giao dịch mua bán,Finance,CUST0080,VEND0082,Expense,IAS 1,Expense,IAS 1
18/11/2024,CT439189,111,511,23153928.63,Giao dịch mua bán,Sales,CUST0038,VEND0082,Asset,IAS 16,Asset,IAS 16
23/08/2024,CT697194,214,632,46647930.7,Giao dịch mua bán,Production,CUST0135,VEND0064,Asset,IAS 16,Asset,IAS 16
15/06/2024,CT989525,112,111,24891464.65,Giao dịch mua bán,IT,CUST0045,VEND0194,Asset,IAS 16,Asset,IAS 16
18/02/2024,CT278941,152,214,25151594.56,Giao dịch mua bán,Production,CUST0175,VEND0032,Asset,IAS 16,Asset,IAS 16
28/08/2024,CT655046,642,632,2608932.96,Giao dịch mua bán,Production,CUST0072,VEND0014,Expense,IAS 1,Expense,IAS 1
11/02/2024,DUPLICATE,111,632,38191772.77,Giao dịch mua bán,Finance,CUST0005,VEND0171,Asset,IAS 16,Asset,IAS 16
22/11/2024,CT867272,131,632,30765651.26,Giao dịch mua bán,Finance,CUST0072,VEND0105,Asset,IAS 16,Asset,IAS 16
01/11/2024,CT066554,642,111,49226783.27,Giao dịch mua bán,Sales,CUST0166,VEND0090,Expense,IAS 1,Expense,IAS 1
24/09/2024,CT339895,112,642,12679972.77,Giao dịch mua bán,IT,CUST0090,VEND0074,Asset,IAS 16,Asset,IAS 16
17/04/2024,CT023792,511,156,23929605.74,Giao dịch mua bán,Production,CUST0097,VEND0175,Revenue,IFRS 15,Revenue,IFRS 15
18/01/2024,CT170619,511,131,12761935.94,Giao dịch mua bán,Sales,CUST0036,VEND0077,Revenue,IFRS 15,Revenue,IFRS 15
12/04/2024,CT649485,156,642,45974258.32,Giao dịch mua bán,Production,CUST0141,VEND0058,Asset,IAS 16,Asset,IAS 16
04/07/2024,CT108361,131,112,8843282.19,Giao dịch mua bán,Finance,CUST0053,VEND0154,Asset,IAS 16,Asset,IAS 16
19/12/2024,CT325725,112,214,24202381.95,Giao dịch mua bán,HR,CUST0090,VEND0152,Asset,IAS 16,Asset,IAS 16
06/01/2024,CT014224,214,156,43507216.42,Giao dịch mua bán,HR,CUST0149,VEND0117,Asset,IAS 16,Asset,IAS 16
22/10/2024,CT138222,112,211,6309783.5,Giao dịch mua bán,Production,CUST0006,VEND0150,Asset,IAS 16,Asset,IAS 16
26/08/2024,CT352151,152,112,36062409.19,Giao dịch mua bán,Sales,CUST0169,VEND0160,Asset,IAS 16,Asset,IAS 16
28/09/2024,CT944532,111,111,15126284.42,Giao dịch mua bán,Finance,CUST0108,VEND0178,Asset,IAS 16,Asset,IAS 16
09/11/2024,CT238226,131,632,24526372.5,Giao dịch mua bán,IT,CUST0079,VEND0154,Asset,IAS 16,Asset,IAS 16
25/04/2024,CT331247,131,642,35253101.2,Giao dịch mua bán,Production,CUST0141,VEND0043,Asset,IAS 16,Asset,IAS 16
09/05/2024,CT170745,131,214,39795538.9,Giao dịch mua bán,Finance,CUST0106,VEND0177,Asset,IAS 16,Asset,IAS 16
30/08/2024,CT705301,331,642,4918069.55,Giao dịch mua bán,HR,CUST0020,VEND0105,Liability,IAS 37,Liability,IAS 37
05/07/2024,CT352987,632,156,33113406.69,Giao dịch mua bán,Sales,CUST0135,VEND0138,Expense,IAS 1,Expense,IAS 1
18/01/2024,CT442833,112,131,11667985.15,Giao dịch mua bán,Sales,CUST0007,VEND0115,Asset,IAS 16,Asset,IAS 16
06/09/2024,CT042958,112,152,16488025.04,Giao dịch mua bán,HR,CUST0107,VEND0141,Asset,IAS 16,Asset,IAS 16
20/12/2024,CT342319,112,511,46198521.78,Giao dịch mua bán,HR,CUST0102,VEND0004,Asset,IAS 16,Asset,IAS 16
30/08/2024,CT384935,642,511,625078.42,Giao dịch mua bán,Sales,CUST0087,VEND0131,Expense,IAS 1,Expense,IAS 1
12/10/2024,CT873384,511,152,35974010.24,Giao dịch mua bán,HR,CUST0119,VEND0138,Revenue,IFRS 15,Revenue,IFRS 15
14/09/2024,CT540399,642,156,42460746.25,Giao dịch mua bán,Sales,CUST0168,VEND0147,Expense,IAS 1,Expense,IAS 1
14/09/2024,CT712913,156,331,49731724.24,Giao dịch mua bán,Finance,CUST0060,VEND0195,Asset,IAS 16,Asset,IAS 16
01/06/2024,CT077187,632,111,33062387.22,Giao dịch mua bán,IT,CUST0145,VEND0187,Expense,IAS 1,Expense,IAS 1
03/05/2024,CT367228,111,642,9605950.62,Giao dịch mua bán,Sales,CUST0186,VEND0163,Asset,IAS 16,Asset,IAS 16
10/04/2024,CT827734,632,642,35310977.21,Giao dịch mua bán,Finance,CUST0167,VEND0038,Expense,IAS 1,Expense,IAS 1
19/02/2024,CT306091,632,156,39444929.63,Giao dịch mua bán,IT,CUST0147,VEND0125,Expense,IAS 1,Expense,IAS 1
19/04/2024,CT245252,511,632,3336024.6,Giao dịch mua bán,Production,CUST0092,VEND0087,Revenue,IFRS 15,Revenue,IFRS 15
26/06/2024,CT211541,214,112,543478.1đ,Giao dịch mua bán,HR,CUST0174,VEND0006,Asset,IAS 16,Asset,IAS 16
26/09/2024,CT467304,211,131,29495118.38,Giao dịch mua bán,HR,CUST0004,VEND0198,Asset,IAS 16,Asset,IAS 16
29/05/2024,CT174008,211,331,44284995,Giao dịch mua bán,Finance,CUST0184,VEND0095,Asset,IAS 16,Asset,IAS 16
20/09/2024,CT998171,131,152,49330168.32,Giao dịch mua bán,Finance,CUST0100,VEND0196,Asset,IAS 16,Asset,IAS 16
30/12/2024,CT483966,131,156,17946520.58,Giao dịch mua bán,Sales,CUST0101,VEND0178,Asset,IAS 16,Asset,IAS 16
08/07/2024,CT975106,111,211,49606273.71,Giao dịch mua bán,Production,CUST0139,VEND0116,Asset,IAS 16,Asset,IAS 16
10/07/2024,CT573997,642,111,3568458.11,Giao dịch mua bán,HR,CUST0065,VEND0174,Expense,IAS 1,Expense,IAS 1
18/06/2024,CT265244,131,156,42835853.27,Giao dịch mua bán,Sales,CUST0157,VEND0067,Asset,IAS 16,Asset,IAS 16
18/06/2024,CT850303,331,511,416179.77,Giao dịch mua bán,HR,CUST0007,VEND0072,Liability,IAS 37,Liability,IAS 37
07/09/2024,CT144613,111,331,31377193.84,Giao dịch mua bán,Sales,CUST0116,VEND0011,Asset,IAS 16,Asset,IAS 16
27/08/2024,CT575113,131,131,11069784.5,Giao dịch mua bán,Finance,CUST0006,VEND0087,Asset,IAS 16,Asset,IAS 16
01/06/2024,CT037140,511,642,29141874.25,Giao dịch mua bán,Production,CUST0036,VEND0011,Revenue,IFRS 15,Revenue,IFRS 15
24/12/2024,CT579278,632,331,28656420.6,Giao dịch mua bán,Finance,CUST0040,VEND0061,Expense,IAS 1,Expense,IAS 1
31/05/2024,CT409501,156,211,39491505.27,Giao dịch mua bán,IT,CUST0151,VEND0169,Asset,IAS 16,Asset,IAS 16
05/01/2024,CT805981,642,214,1276176.05,Giao dịch mua bán,HR,CUST0198,VEND0137,Expense,IAS 1,Expense,IAS 1
28/08/2024,CT857473,511,331,11693198.68,Giao dịch mua bán,Finance,CUST0169,VEND0048,Revenue,IFRS 15,Revenue,IFRS 15
15/10/2024,CT196116,211,112,22512146.47,Giao dịch mua bán,Sales,CUST0171,VEND0003,Asset,IAS 16,Asset,IAS 16
20/04/2024,CT395186,642,131,42269994.37,Giao dịch mua bán,Sales,CUST0160,VEND0001,Expense,IAS 1,Expense,IAS 1
08/09/2024,CT781398,152,211,17749548.95,Giao dịch mua bán,HR,CUST0128,VEND0096,Asset,IAS 16,Asset,IAS 16
01/02/2024,CT412522,642,511,16100985.93đ,Giao dịch mua bán,Finance,CUST0035,VEND0054,Expense,IAS 1,Expense,IAS 1
11/10/2024,CT499908,214,131,34062254.7,Giao dịch mua bán,Production,CUST0043,VEND0097,Asset,IAS 16,Asset,IAS 16
29/12/2024,CT019983,152,112,48621170.76,Giao dịch mua bán,Sales,CUST0129,VEND0194,Asset,IAS 16,Asset,IAS 16
20/06/2024,CT844213,112,642,11797617.98,Giao dịch mua bán,Production,CUST0033,VEND0151,Asset,IAS 16,Asset,IAS 16
02/06/2024,CT353543,156,511,19348850.12,Giao dịch mua bán,HR,CUST0038,VEND0175,Asset,IAS 16,Asset,IAS 16
07/07/2024,CT037057,331,211,30313641.96,Giao dịch mua bán,HR,CUST0064,VEND0092,Liability,IAS 37,Liability,IAS 37
30/12/2024,CT911461,131,642,709067.98,Giao dịch mua bán,HR,CUST0081,VEND0135,Asset,IAS 16,Asset,IAS 16
14/04/2024,CT447070,632,632,30533473.48,Giao dịch mua bán,HR,CUST0135,VEND0190,Expense,IAS 1,Expense,IAS 1
28/12/2024,CT204413,156,214,12285329.43,Giao dịch mua bán,IT,CUST0100,VEND0047,Asset,IAS 16,Asset,IAS 16
10/05/2024,CT528019,111,152,11552623.05,Giao dịch mua bán,IT,CUST0067,VEND0030,Asset,IAS 16,Asset,IAS 16
14/07/2024,CT574070,511,642,9002923.79,Giao dịch mua bán,Finance,CUST0075,VEND0145,Revenue,IFRS 15,Revenue,IFRS 15
09/03/2024,CT473148,642,131,25891136.95,Giao dịch mua bán,Production,CUST0128,VEND0092,Expense,IAS 1,Expense,IAS 1
30/07/2024,CT818211,211,152,282402.44,Giao dịch mua bán,Finance,CUST0006,VEND0084,Asset,IAS 16,Asset,IAS 16
26/05/2024,CT048831,156,511,34249394.93,Giao dịch mua bán,Sales,CUST0164,VEND0188,Asset,IAS 16,Asset,IAS 16
11/07/2024,CT077674,642,156,44475436.12,Giao dịch mua bán,Production,CUST0131,VEND0052,Expense,IAS 1,Expense,IAS 1
08/11/2024,CT332283,642,112,33177674.6,Giao dịch mua bán,Production,CUST0132,VEND0144,Expense,IAS 1,Expense,IAS 1
06/07/2024,CT764904,131,152,38356737.86,Giao dịch mua bán,Sales,CUST0080,VEND0130,Asset,IAS 16,Asset,IAS 16
09/06/2024,CT183983,131,211,19974115.35,Giao dịch mua bán,Production,CUST0122,VEND0066,Asset,IAS 16,Asset,IAS 16
17/05/2024,CT771177,156,156,21110479.4,Giao dịch mua bán,Production,CUST0199,VEND0014,Asset,IAS 16,Asset,IAS 16
20/12/2024,CT690582,156,331,4868460.64,Giao dịch mua bán,Finance,CUST0158,VEND0007,Asset,IAS 16,Asset,IAS 16
17/01/2024,CT914073,112,642,40982057.55,Giao dịch mua bán,HR,CUST0150,VEND0079,Asset,IAS 16,Asset,IAS 16
17/10/2024,CT691081,112,112,18865744.94,Giao dịch mua bán,HR,CUST0027,VEND0181,Asset,IAS 16,Asset,IAS 16
09/11/2024,CT170237,511,632,5131275.67,Giao dịch mua bán,Finance,CUST0124,VEND0115,Revenue,IFRS 15,Revenue,IFRS 15
18/12/2024,CT815586,152,214,20512817.43,Giao dịch mua bán,HR,CUST0040,VEND0172,Asset,IAS 16,Asset,IAS 16
29/10/2024,CT334402,642,331,11960868.77,Giao dịch mua bán,IT,CUST0033,VEND0095,Expense,IAS 1,Expense,IAS 1
20/04/2024,CT960046,152,131,3069944.62,Giao dịch mua bán,IT,CUST0049,VEND0001,Asset,IAS 16,Asset,IAS 16
