Ngày CT,Số CT,TK Nợ,TK Có,Số tiền,Nội dung,Bộ phận,Mã KH,Mã NCC,IFRS_Category,IFRS_Standard,IFRS_Category,IFRS_Standard
20/09/2024,CT317036,152,131,45615256.94,Giao dịch mua bán,IT,CUST0087,VEND0098,Asset,IAS 16,Asset,IAS 16
12/01/2024,CT899729,131,131,48183199.25,Giao dịch mua bán,Production,CUST0037,VEND0117,Asset,IAS 16,Asset,IAS 16
12/01/2024,CT564056,511,211,16266354.68,Giao dịch mua bán,IT,CUST0042,VEND0158,Revenue,IFRS 15,Revenue,IFRS 15
19/12/2024,CT516912,511,511,42691612.3,Giao dịch mua bán,Finance,CUST0153,VEND0064,Revenue,IFRS 15,Revenue,IFRS 15
12/12/2024,CT023540,156,214,28320873.5,Giao dịch mua bán,Sales,CUST0121,VEND0031,Asset,IAS 16,Asset,IAS 16
15/05/2024,CT892860,152,632,23029078.97,Giao dịch mua bán,IT,CUST0139,VEND0148,Asset,IAS 16,Asset,IAS 16
29/11/2024,CT015432,156,511,23506059.24,Giao dịch mua bán,HR,CUST0163,VEND0056,Asset,IAS 16,Asset,IAS 16
24/12/2024,CT504746,511,131,16545809.11,Giao dịch mua bán,Sales,CUST0167,VEND0082,Revenue,IFRS 15,Revenue,IFRS 15
23/02/2024,CT887467,642,156,25366446.65,Giao dịch mua bán,Sales,CUST0089,VEND0106,Expense,IAS 1,Expense,IAS 1
16/05/2024,CT616141,331,511,45034383.3,Giao dịch mua bán,Sales,CUST0174,VEND0051,Liability,IAS 37,Liability,IAS 37
26/03/2024,CT734513,642,211,41416426.69,Giao dịch mua bán,Production,CUST0132,VEND0142,Expense,IAS 1,Expense,IAS 1
10/01/2024,CT122158,156,112,4975851.04,Giao dịch mua bán,HR,CUST0023,VEND0166,Asset,IAS 16,Asset,IAS 16
30/10/2024,CT116399,152,331,29628387.07,Giao dịch mua bán,HR,CUST0107,VEND0023,Asset,IAS 16,Asset,IAS 16
17/09/2024,CT161898,152,152,14130394.12,Giao dịch mua bán,Production,CUST0008,VEND0082,Asset,IAS 16,Asset,IAS 16
28/05/2024,CT787984,214,511,19935193.44,Giao dịch mua bán,HR,CUST0069,VEND0117,Asset,IAS 16,Asset,IAS 16
31/10/2024,CT083521,152,331,3931131.09,Giao dịch mua bán,Finance,CUST0104,VEND0084,Asset,IAS 16,Asset,IAS 16
15/08/2024,CT710613,211,642,27414208.92,Giao dịch mua bán,Finance,CUST0014,VEND0016,Asset,IAS 16,Asset,IAS 16
28/04/2024,CT701494,112,131,20725907.59,Giao dịch mua bán,HR,CUST0004,VEND0070,Asset,IAS 16,Asset,IAS 16
31/03/2024,CT151281,214,111,18769877.5,Giao dịch mua bán,Production,CUST0123,VEND0137,Asset,IAS 16,Asset,IAS 16
20/02/2024,CT099790,211,632,7445024.58,Giao dịch mua bán,Finance,CUST0181,VEND0051,Asset,IAS 16,Asset,IAS 16
06/11/2024,CT597806,112,331,7172815.75,Giao dịch mua bán,Sales,CUST0055,VEND0068,Asset,IAS 16,Asset,IAS 16
08/01/2024,CT773106,111,152,8759719.09,Giao dịch mua bán,IT,CUST0044,VEND0054,Asset,IAS 16,Asset,IAS 16
30/06/2024,CT782519,112,511,8867361.75,Giao dịch mua bán,HR,CUST0037,VEND0184,Asset,IAS 16,Asset,IAS 16
04/08/2024,CT942566,211,214,13263098.16,Giao dịch mua bán,Sales,CUST0181,VEND0048,Asset,IAS 16,Asset,IAS 16
28/07/2024,CT767172,214,642,37108194.58,Giao dịch mua bán,Production,CUST0025,VEND0094,Asset,IAS 16,Asset,IAS 16
24/03/2024,CT427641,642,211,5874492.74,Giao dịch mua bán,HR,CUST0188,VEND0017,Expense,IAS 1,Expense,IAS 1
17/07/2024,CT216972,214,156,29729619.6,Giao dịch mua bán,IT,CUST0173,VEND0128,Asset,IAS 16,Asset,IAS 16
21/10/2024,CT165234,642,111,9406966.44,Giao dịch mua bán,IT,CUST0114,VEND0018,Expense,IAS 1,Expense,IAS 1
14/03/2024,CT854494,331,211,32161419.7,Giao dịch mua bán,Finance,CUST0174,VEND0137,Liability,IAS 37,Liability,IAS 37
28/08/2024,CT837114,642,112,10925856.24,Giao dịch mua bán,Finance,CUST0189,VEND0056,Expense,IAS 1,Expense,IAS 1
08/11/2024,CT161867,152,152,41021864.03,Giao dịch mua bán,HR,CUST0143,VEND0197,Asset,IAS 16,Asset,IAS 16
09/07/2024,CT015867,632,152,38142337.51,Giao dịch mua bán,Production,CUST0001,VEND0192,Expense,IAS 1,Expense,IAS 1
13/07/2024,CT362133,152,156,44350551.84,Giao dịch mua bán,HR,CUST0136,VEND0067,Asset,IAS 16,Asset,IAS 16
04/07/2024,CT831869,131,211,38498653.74,Giao dịch mua bán,Sales,CUST0020,VEND0140,Asset,IAS 16,Asset,IAS 16
21/08/2024,CT016381,511,331,39235303.91,Giao dịch mua bán,Sales,CUST0175,VEND0012,Revenue,IFRS 15,Revenue,IFRS 15
02/05/2024,CT408420,214,642,35861714.61,Giao dịch mua bán,Sales,CUST0180,VEND0006,Asset,IAS 16,Asset,IAS 16
04/02/2024,CT037887,511,152,31854385.45,Giao dịch mua bán,HR,CUST0051,VEND0167,Revenue,IFRS 15,Revenue,IFRS 15
03/04/2024,CT108014,211,211,18555337.82,Giao dịch mua bán,Finance,CUST0061,VEND0051,Asset,IAS 16,Asset,IAS 16
23/07/2024,CT499952,131,152,30059828.24,Giao dịch mua bán,Production,CUST0183,VEND0040,Asset,IAS 16,Asset,IAS 16
26/03/2024,CT919973,131,211,27706314.6,Giao dịch mua bán,Sales,CUST0042,VEND0198,Asset,IAS 16,Asset,IAS 16
01/07/2024,CT828541,131,156,36994331.69,Giao dịch mua bán,Production,CUST0003,VEND0094,Asset,IAS 16,Asset,IAS 16
17/02/2024,CT889491,112,331,35836990.49,Giao dịch mua bán,IT,CUST0165,VEND0009,Asset,IAS 16,Asset,IAS 16
10/06/2024,CT503056,632,111,37941793.28,Giao dịch mua bán,HR,CUST0004,VEND0173,Expense,IAS 1,Expense,IAS 1
06/06/2024,CT384776,111,642,35232555.31,Giao dịch mua bán,Sales,CUST0010,VEND0149,Asset,IAS 16,Asset,IAS 16
04/06/2024,CT477468,642,156,49297191.6,Giao dịch mua bán,Finance,CUST0034,VEND0175,Expense,IAS 1,Expense,IAS 1
27/09/2024,CT611680,112,642,3673833.29,Giao dịch mua bán,HR,CUST0171,VEND0073,Asset,IAS 16,Asset,IAS 16
23/01/2024,CT898103,632,642,44229413.93,Giao dịch mua bán,Production,CUST0091,VEND0062,Expense,IAS 1,Expense,IAS 1
11/11/2024,CT972537,211,152,6988205.85,Giao dịch mua bán,Finance,CUST0170,VEND0048,Asset,IAS 16,Asset,IAS 16
06/07/2024,CT397250,642,214,42598289.12,Giao dịch mua bán,Sales,CUST0044,VEND0109,Expense,IAS 1,Expense,IAS 1
04/05/2024,CT161539,214,156,17449148.25,Giao dịch mua bán,HR,CUST0194,VEND0153,Asset,IAS 16,Asset,IAS 16
26/09/2024,CT599946,111,131,37263804.84,Giao dịch mua bán,Sales,CUST0053,VEND0155,Asset,IAS 16,Asset,IAS 16
17/10/2024,CT171826,152,331,19553230.13,Giao dịch mua bán,HR,CUST0179,VEND0197,Asset,IAS 16,Asset,IAS 16
11/11/2024,CT112644,156,331,49947387.62,Giao dịch mua bán,HR,CUST0081,VEND0018,Asset,IAS 16,Asset,IAS 16
28/09/2024,CT011395,112,112,5457435.43,Giao dịch mua bán,IT,CUST0132,VEND0154,Asset,IAS 16,Asset,IAS 16
30/04/2024,CT361776,214,632,34422633.92,Giao dịch mua bán,Finance,CUST0132,VEND0127,Asset,IAS 16,Asset,IAS 16
09/12/2024,CT823697,211,156,21327032.96,Giao dịch mua bán,IT,CUST0104,VEND0133,Asset,IAS 16,Asset,IAS 16
25/05/2024,CT047280,152,632,32077691.05đ,Giao dịch mua bán,Sales,CUST0082,VEND0125,Asset,IAS 16,Asset,IAS 16
09/11/2024,CT037806,112,112,38477944.52,Giao dịch mua bán,HR,CUST0130,VEND0025,Asset,IAS 16,Asset,IAS 16
27/06/2024,CT177744,131,111,34142469.25,Giao dịch mua bán,HR,CUST0015,VEND0040,Asset,IAS 16,Asset,IAS 16
07/06/2024,CT839380,131,152,45669017.56,Giao dịch mua bán,IT,CUST0054,VEND0156,Asset,IAS 16,Asset,IAS 16
02/08/2024,CT708100,211,131,45660640.86,Giao dịch mua bán,Finance,CUST0061,VEND0009,Asset,IAS 16,Asset,IAS 16
16/08/2024,CT534646,152,156,44299885.06,Giao dịch mua bán,IT,CUST0011,VEND0195,Asset,IAS 16,Asset,IAS 16
10/08/2024,CT837317,156,211,23004948.16,Giao dịch mua bán,Production,CUST0127,VEND0028,Asset,IAS 16,Asset,IAS 16
03/11/2024,CT984511,214,211,28638577.91đ,Giao dịch mua bán,IT,CUST0069,VEND0143,Asset,IAS 16,Asset,IAS 16
25/02/2024,CT199154,112,642,49021549.17,Giao dịch mua bán,IT,CUST0108,VEND0049,Asset,IAS 16,Asset,IAS 16
26/09/2024,CT596398,642,642,5006918.44,Giao dịch mua bán,Finance,CUST0176,VEND0116,Expense,IAS 1,Expense,IAS 1
08/10/2024,CT686535,111,112,7404289.85,Giao dịch mua bán,IT,CUST0153,VEND0121,Asset,IAS 16,Asset,IAS 16
10/08/2024,CT805067,331,511,38030581.53,Giao dịch mua bán,Sales,CUST0133,VEND0012,Liability,IAS 37,Liability,IAS 37
16/02/2024,CT788327,211,331,6183948.4,Giao dịch mua bán,IT,CUST0093,VEND0115,Asset,IAS 16,Asset,IAS 16
13/11/2024,CT487926,214,111,42726917.24,Giao dịch mua bán,Sales,CUST0178,VEND0107,Asset,IAS 16,Asset,IAS 16
17/12/2024,CT505534,642,211,26630483.14,Giao dịch mua bán,Production,CUST0171,VEND0195,Expense,IAS 1,Expense,IAS 1
27/09/2024,CT792182,156,152,39478531.52,Giao dịch mua bán,Production,CUST0086,VEND0028,Asset,IAS 16,Asset,IAS 16
25/01/2024,CT233434,131,632,29933768.42,Giao dịch mua bán,Sales,CUST0065,VEND0046,Asset,IAS 16,Asset,IAS 16
25/06/2024,CT721841,642,214,2342943.07,Giao dịch mua bán,Production,CUST0062,VEND0065,Expense,IAS 1,Expense,IAS 1
02/03/2024,CT850515,331,156,32330710.58,Giao dịch mua bán,Finance,CUST0181,VEND0089,Liability,IAS 37,Liability,IAS 37
30/06/2024,CT650327,632,112,28045553.38,Giao dịch mua bán,Production,CUST0024,VEND0141,Expense,IAS 1,Expense,IAS 1
01/10/2024,CT870397,331,632,3458050.94,Giao dịch mua bán,HR,CUST0068,VEND0164,Liability,IAS 37,Liability,IAS 37
11/05/2024,CT799925,511,112,47069581.12,Giao dịch mua bán,Production,CUST0182,VEND0013,Revenue,IFRS 15,Revenue,IFRS 15
11/04/2024,CT964921,112,331,5840005.58,Giao dịch mua bán,IT,CUST0089,VEND0031,Asset,IAS 16,Asset,IAS 16
30/06/2024,CT550058,642,632,40365417.91đ,Giao dịch mua bán,IT,CUST0082,VEND0196,Expense,IAS 1,Expense,IAS 1
29/04/2024,CT897804,642,111,11898446.34,Giao dịch mua bán,Finance,CUST0100,VEND0043,Expense,IAS 1,Expense,IAS 1
16/01/2024,CT427669,112,214,22193051.6,Giao dịch mua bán,Production,CUST0047,VEND0150,Asset,IAS 16,Asset,IAS 16
18/06/2024,CT025120,511,131,27839364.82,Giao dịch mua bán,IT,CUST0151,VEND0036,Revenue,IFRS 15,Revenue,IFRS 15
26/04/2024,CT776181,511,156,38797285.63,Giao dịch mua bán,IT,CUST0118,VEND0094,Revenue,IFRS 15,Revenue,IFRS 15
20/06/2024,CT971425,642,131,22612276.29,Giao dịch mua bán,Production,CUST0017,VEND0057,Expense,IAS 1,Expense,IAS 1
11/01/2024,CT337711,331,112,42948128.07,Giao dịch mua bán,IT,CUST0032,VEND0054,Liability,IAS 37,Liability,IAS 37
22/02/2024,CT394036,131,131,5503778.04,Giao dịch mua bán,Production,CUST0190,VEND0125,Asset,IAS 16,Asset,IAS 16
09/02/2024,CT010651,152,331,17765194.53,Giao dịch mua bán,Finance,CUST0139,VEND0007,Asset,IAS 16,Asset,IAS 16
14/05/2024,CT614706,111,214,17864865.7,Giao dịch mua bán,HR,CUST0182,VEND0097,Asset,IAS 16,Asset,IAS 16
13/12/2024,CT134853,152,331,18272713.39,Giao dịch mua bán,Sales,CUST0189,VEND0185,Asset,IAS 16,Asset,IAS 16
18/10/2024,CT154622,211,211,18553589.95,Giao dịch mua bán,Finance,CUST0154,VEND0057,Asset,IAS 16,Asset,IAS 16
18/03/2024,CT576189,156,331,7019402.78,Giao dịch mua bán,Sales,CUST0116,VEND0179,Asset,IAS 16,Asset,IAS 16
30/12/2024,DUPLICATE,632,111,8078955.13,Giao dịch mua bán,HR,CUST0159,VEND0116,Expense,IAS 1,Expense,IAS 1
08/08/2024,CT692660,632,632,11084798.84,Giao dịch mua bán,Sales,CUST0174,VEND0180,Expense,IAS 1,Expense,IAS 1
25/09/2024,CT463171,112,331,20808371.65,Giao dịch mua bán,HR,CUST0123,VEND0200,Asset,IAS 16,Asset,IAS 16
16/03/2024,CT116683,642,112,2823864.18,Giao dịch mua bán,Sales,CUST0005,VEND0114,Expense,IAS 1,Expense,IAS 1
23/04/2024,CT444023,131,511,15844325.38,Giao dịch mua bán,HR,CUST0121,VEND0164,Asset,IAS 16,Asset,IAS 16
21/12/2024,CT060474,642,112,37515840.4,Giao dịch mua bán,Sales,CUST0008,VEND0010,Expense,IAS 1,Expense,IAS 1
20/04/2024,CT578576,111,111,14839771.43,Giao dịch mua bán,HR,CUST0151,VEND0138,Asset,IAS 16,Asset,IAS 16
12/02/2024,CT442619,156,156,24585780.83,Giao dịch mua bán,IT,CUST0084,VEND0140,Asset,IAS 16,Asset,IAS 16
20/04/2024,CT429944,131,214,6072255.77,Giao dịch mua bán,IT,CUST0194,VEND0049,Asset,IAS 16,Asset,IAS 16
19/04/2024,CT191690,112,131,27878170.73,Giao dịch mua bán,Finance,CUST0134,VEND0153,Asset,IAS 16,Asset,IAS 16
04/02/2024,CT840163,642,111,10357768.23,Giao dịch mua bán,Production,CUST0014,VEND0030,Expense,IAS 1,Expense,IAS 1
22/08/2024,CT570167,632,112,26649125.6,Giao dịch mua bán,Sales,CUST0103,VEND0104,Expense,IAS 1,Expense,IAS 1
31/10/2024,CT702473,152,214,49970943.3,Giao dịch mua bán,IT,CUST0121,VEND0127,Asset,IAS 16,Asset,IAS 16
30/03/2024,CT901583,211,112,2291177.67đ,Giao dịch mua bán,Production,CUST0043,VEND0050,Asset,IAS 16,Asset,IAS 16
02/09/2024,CT539270,156,214,36085357.41,Giao dịch mua bán,Production,CUST0118,VEND0183,Asset,IAS 16,Asset,IAS 16
04/08/2024,CT095193,156,632,22538049.66,Giao dịch mua bán,Sales,CUST0044,VEND0166,Asset,IAS 16,Asset,IAS 16
27/01/2024,CT128225,152,331,24222485.27,Giao dịch mua bán,Sales,CUST0174,VEND0024,Asset,IAS 16,Asset,IAS 16
14/12/2024,CT467212,211,112,11262352.01,Giao dịch mua bán,Production,CUST0103,VEND0134,Asset,IAS 16,Asset,IAS 16
29/11/2024,CT463520,632,156,42731752.9,Giao dịch mua bán,Production,CUST0062,VEND0130,Expense,IAS 1,Expense,IAS 1
23/11/2024,CT183660,111,331,12614274.26,Giao dịch mua bán,IT,CUST0009,VEND0089,Asset,IAS 16,Asset,IAS 16
08/08/2024,CT684174,211,152,25369695.45,Giao dịch mua bán,Sales,CUST0117,VEND0132,Asset,IAS 16,Asset,IAS 16
06/12/2024,CT015342,511,111,11603901.01,Giao dịch mua bán,Finance,CUST0114,VEND0128,Revenue,IFRS 15,Revenue,IFRS 15
25/11/2024,CT368641,111,511,44121758.49,Giao dịch mua bán,Production,CUST0047,VEND0137,Asset,IAS 16,Asset,IAS 16
03/06/2024,CT633294,111,642,20038011.04,Giao dịch mua bán,Finance,CUST0017,VEND0195,Asset,IAS 16,Asset,IAS 16
02/06/2024,CT394390,156,331,39770654.35,Giao dịch mua bán,HR,CUST0038,VEND0117,Asset,IAS 16,Asset,IAS 16
10/04/2024,CT696363,211,214,36388305.9,Giao dịch mua bán,Production,CUST0012,VEND0068,Asset,IAS 16,Asset,IAS 16
08/11/2024,CT568261,214,331,34147936.55,Giao dịch mua bán,IT,CUST0086,VEND0139,Asset,IAS 16,Asset,IAS 16
20/08/2024,CT989516,131,112,12186842.57,Giao dịch mua bán,HR,CUST0140,VEND0026,Asset,IAS 16,Asset,IAS 16
12/05/2024,CT054255,331,214,20121841.94,Giao dịch mua bán,Sales,CUST0193,VEND0140,Liability,IAS 37,Liability,IAS 37
26/07/2024,CT488530,511,211,28727578.77,Giao dịch mua bán,Finance,CUST0038,VEND0053,Revenue,IFRS 15,Revenue,IFRS 15
08/06/2024,CT129716,642,131,5525245.88,Giao dịch mua bán,Finance,CUST0099,VEND0119,Expense,IAS 1,Expense,IAS 1
12/02/2024,CT606263,214,131,1663388.38,Giao dịch mua bán,HR,CUST0105,VEND0016,Asset,IAS 16,Asset,IAS 16
22/10/2024,CT028234,511,511,33960042.16,Giao dịch mua bán,Finance,CUST0181,VEND0056,Revenue,IFRS 15,Revenue,IFRS 15
06/05/2024,CT594820,112,214,14409632,Giao dịch mua bán,IT,CUST0172,VEND0121,Asset,IAS 16,Asset,IAS 16
13/09/2024,CT912681,331,632,40532176.16,Giao dịch mua bán,IT,CUST0085,VEND0067,Liability,IAS 37,Liability,IAS 37
30/11/2024,CT345820,642,511,41412083.23,Giao dịch mua bán,Sales,CUST0032,VEND0008,Expense,IAS 1,Expense,IAS 1
01/07/2024,CT780550,152,331,18182919.67,Giao dịch mua bán,Finance,CUST0049,VEND0163,Asset,IAS 16,Asset,IAS 16
01/07/2024,CT392006,511,214,14613148.04,Giao dịch mua bán,Sales,CUST0042,VEND0037,Revenue,IFRS 15,Revenue,IFRS 15
16/06/2024,CT254993,511,112,28918326.55,Giao dịch mua bán,Sales,CUST0110,VEND0003,Revenue,IFRS 15,Revenue,IFRS 15
20/03/2024,CT795795,642,331,16284972.31,Giao dịch mua bán,HR,CUST0036,VEND0099,Expense,IAS 1,Expense,IAS 1
07/12/2024,CT817521,152,211,1270475.38,Giao dịch mua bán,IT,CUST0116,VEND0101,Asset,IAS 16,Asset,IAS 16
09/04/2024,CT979262,112,642,49348063.92đ,Giao dịch mua bán,Sales,CUST0064,VEND0099,Asset,IAS 16,Asset,IAS 16
07/01/2024,CT885492,131,131,46121516.3,Giao dịch mua bán,Finance,CUST0166,VEND0130,Asset,IAS 16,Asset,IAS 16
02/08/2024,CT875505,331,152,45493088.04,Giao dịch mua bán,HR,CUST0047,VEND0167,Liability,IAS 37,Liability,IAS 37
14/04/2024,CT628208,632,211,48306402.29,Giao dịch mua bán,HR,CUST0009,VEND0019,Expense,IAS 1,Expense,IAS 1
02/08/2024,CT386540,131,111,19538851.02,Giao dịch mua bán,Finance,CUST0095,VEND0110,Asset,IAS 16,Asset,IAS 16
14/08/2024,CT048012,131,152,24247291.99,Giao dịch mua bán,Sales,CUST0151,VEND0166,Asset,IAS 16,Asset,IAS 16
25/06/2024,CT750768,156,331,48642069.85,Giao dịch mua bán,Production,CUST0167,VEND0002,Asset,IAS 16,Asset,IAS 16
10/11/2024,CT802496,131,214,45260634.15,Giao dịch mua bán,Sales,CUST0066,VEND0184,Asset,IAS 16,Asset,IAS 16
06/06/2024,CT233484,632,211,23028842.88,Giao dịch mua bán,Production,CUST0141,VEND0082,Expense,IAS 1,Expense,IAS 1
24/01/2024,CT120612,331,156,39221454.37,Giao dịch mua bán,IT,CUST0042,VEND0113,Liability,IAS 37,Liability,IAS 37
10/12/2024,CT541997,642,152,43095022.82,Giao dịch mua bán,Sales,CUST0103,VEND0017,Expense,IAS 1,Expense,IAS 1
17/04/2024,CT040710,156,331,32272079.63,Giao dịch mua bán,IT,CUST0198,VEND0022,Asset,IAS 16,Asset,IAS 16
24/10/2024,CT124349,131,214,33806804.9,Giao dịch mua bán,IT,CUST0126,VEND0121,Asset,IAS 16,Asset,IAS 16
03/07/2024,CT382371,111,511,29952337.97,Giao dịch mua bán,Sales,CUST0064,VEND0126,Asset,IAS 16,Asset,IAS 16
30/08/2024,CT885609,632,152,47053652.51,Giao dịch mua bán,Production,CUST0199,VEND0006,Expense,IAS 1,Expense,IAS 1
12/09/2024,CT990905,642,632,48283861.66,Giao dịch mua bán,IT,CUST0040,VEND0003,Expense,IAS 1,Expense,IAS 1
08/11/2024,CT496878,642,214,13723949.9,Giao dịch mua bán,IT,CUST0111,VEND0017,Expense,IAS 1,Expense,IAS 1
21/03/2024,CT387986,642,642,27747164.06đ,Giao dịch mua bán,Finance,CUST0175,VEND0036,Expense,IAS 1,Expense,IAS 1
07/04/2024,CT913130,131,111,33751402.03,Giao dịch mua bán,Sales,CUST0100,VEND0162,Asset,IAS 16,Asset,IAS 16
18/02/2024,CT589534,131,156,4036406.85,Giao dịch mua bán,IT,CUST0078,VEND0013,Asset,IAS 16,Asset,IAS 16
24/11/2024,CT359231,642,111,14511913.72,Giao dịch mua bán,Production,CUST0081,VEND0064,Expense,IAS 1,Expense,IAS 1
23/10/2024,CT122049,131,331,34937609.16,Giao dịch mua bán,Finance,CUST0066,VEND0039,Asset,IAS 16,Asset,IAS 16
22/11/2024,CT382911,152,211,27852284.89,Giao dịch mua bán,IT,CUST0065,VEND0163,Asset,IAS 16,Asset,IAS 16
05/09/2024,CT894478,111,152,16111557.14,Giao dịch mua bán,Finance,CUST0123,VEND0088,Asset,IAS 16,Asset,IAS 16
09/04/2024,CT191247,214,112,49530426.24đ,Giao dịch mua bán,Finance,CUST0053,VEND0023,Asset,IAS 16,Asset,IAS 16
01/02/2024,CT010092,131,131,17599927.2,Giao dịch mua bán,Production,CUST0153,VEND0122,Asset,IAS 16,Asset,IAS 16
07/10/2024,CT764074,156,632,410549.56,Giao dịch mua bán,Sales,CUST0119,VEND0198,Asset,IAS 16,Asset,IAS 16
17/07/2024,CT330211,131,211,28111219.12,Giao dịch mua bán,HR,CUST0030,VEND0046,Asset,IAS 16,Asset,IAS 16
12/12/2024,CT620644,642,632,43766756.23,Giao dịch mua bán,Finance,CUST0091,VEND0010,Expense,IAS 1,Expense,IAS 1
25/02/2024,CT142235,331,511,6695276.75,Giao dịch mua bán,Sales,CUST0037,VEND0076,Liability,IAS 37,Liability,IAS 37
16/12/2024,CT861574,152,131,39027680.74,Giao dịch mua bán,Finance,CUST0090,VEND0169,Asset,IAS 16,Asset,IAS 16
13/01/2024,CT580820,131,112,1143420.17,Giao dịch mua bán,HR,CUST0040,VEND0010,Asset,IAS 16,Asset,IAS 16
03/11/2024,CT786123,632,112,12865486.04,Giao dịch mua bán,HR,CUST0131,VEND0180,Expense,IAS 1,Expense,IAS 1
19/10/2024,CT210878,111,156,29983320.82,Giao dịch mua bán,Production,CUST0155,VEND0164,Asset,IAS 16,Asset,IAS 16
14/05/2024,CT501424,511,211,9437932.04,Giao dịch mua bán,Finance,CUST0032,VEND0152,Revenue,IFRS 15,Revenue,IFRS 15
25/08/2024,CT287830,214,511,37495280.58,Giao dịch mua bán,Sales,CUST0134,VEND0079,Asset,IAS 16,Asset,IAS 16
03/12/2024,CT948790,152,131,5496388.53,Giao dịch mua bán,HR,CUST0137,VEND0016,Asset,IAS 16,Asset,IAS 16
24/02/2024,CT975839,331,131,13906128.71,Giao dịch mua bán,Sales,CUST0084,VEND0182,Liability,IAS 37,Liability,IAS 37
07/01/2024,CT165060,131,112,44143341.78,Giao dịch mua bán,HR,CUST0130,VEND0072,Asset,IAS 16,Asset,IAS 16
02/03/2024,CT518962,511,152,24734829.08,Giao dịch mua bán,Finance,CUST0093,VEND0160,Revenue,IFRS 15,Revenue,IFRS 15
11/04/2024,CT278744,632,131,9041713.01,Giao dịch mua bán,Finance,CUST0047,VEND0109,Expense,IAS 1,Expense,IAS 1
08/07/2024,CT711552,214,211,13296259.7,Giao dịch mua bán,Finance,CUST0177,VEND0039,Asset,IAS 16,Asset,IAS 16
30/06/2024,CT290052,511,331,46585667.26,Giao dịch mua bán,Finance,CUST0108,VEND0055,Revenue,IFRS 15,Revenue,IFRS 15
16/06/2024,CT294807,211,156,14621518.47,Giao dịch mua bán,IT,CUST0145,VEND0098,Asset,IAS 16,Asset,IAS 16
18/01/2024,CT949579,214,131,40346248.34,Giao dịch mua bán,Production,CUST0047,VEND0106,Asset,IAS 16,Asset,IAS 16
11/11/2024,CT739772,152,642,22223148.89,Giao dịch mua bán,HR,CUST0184,VEND0147,Asset,IAS 16,Asset,IAS 16
10/01/2024,CT485743,112,331,2747782.74,Giao dịch mua bán,Production,CUST0073,VEND0150,Asset,IAS 16,Asset,IAS 16
28/07/2024,CT969434,214,112,12392271.91,Giao dịch mua bán,Sales,CUST0010,VEND0171,Asset,IAS 16,Asset,IAS 16
12/05/2024,CT518406,111,112,8538389.63,Giao dịch mua bán,Production,CUST0010,VEND0178,Asset,IAS 16,Asset,IAS 16
06/12/2024,CT210051,642,111,9637671.18,Giao dịch mua bán,Production,CUST0016,VEND0192,Expense,IAS 1,Expense,IAS 1
08/11/2024,CT524335,156,331,41519662.76,Giao dịch mua bán,Production,CUST0007,VEND0122,Asset,IAS 16,Asset,IAS 16
08/11/2024,CT320698,632,131,49572969.1,Giao dịch mua bán,Production,CUST0043,VEND0086,Expense,IAS 1,Expense,IAS 1
26/08/2024,CT829592,642,632,37372083.65,Giao dịch mua bán,HR,CUST0088,VEND0013,Expense,IAS 1,Expense,IAS 1
30/11/2024,CT899232,131,511,43026390.57,Giao dịch mua bán,HR,CUST0082,VEND0144,Asset,IAS 16,Asset,IAS 16
13/11/2024,CT334851,131,632,46423909.23,Giao dịch mua bán,HR,CUST0006,VEND0104,Asset,IAS 16,Asset,IAS 16
15/01/2024,CT490757,111,642,12819762.78,Giao dịch mua bán,IT,CUST0025,VEND0001,Asset,IAS 16,Asset,IAS 16
01/07/2024,CT006274,632,152,30057799.42,Giao dịch mua bán,Production,CUST0148,VEND0144,Expense,IAS 1,Expense,IAS 1
17/03/2024,CT736446,152,131,3440104.58,Giao dịch mua bán,HR,CUST0196,VEND0005,Asset,IAS 16,Asset,IAS 16
28/08/2024,CT621601,211,511,30857303.93,Giao dịch mua bán,Finance,CUST0127,VEND0026,Asset,IAS 16,Asset,IAS 16
16/10/2024,CT382692,331,632,27947571.64,Giao dịch mua bán,Sales,CUST0142,VEND0086,Liability,IAS 37,Liability,IAS 37
22/12/2024,CT954486,131,642,4813848.07,Giao dịch mua bán,Finance,CUST0138,VEND0178,Asset,IAS 16,Asset,IAS 16
23/02/2024,CT890683,642,511,8414727.26,Giao dịch mua bán,Sales,CUST0179,VEND0089,Expense,IAS 1,Expense,IAS 1
04/06/2024,CT968637,156,211,23133138.97,Giao dịch mua bán,Sales,CUST0096,VEND0035,Asset,IAS 16,Asset,IAS 16
12/02/2024,CT675214,211,642,3964912.01,Giao dịch mua bán,Finance,CUST0074,VEND0200,Asset,IAS 16,Asset,IAS 16
10/04/2024,CT061444,156,211,44153148.94,Giao dịch mua bán,Finance,CUST0166,VEND0138,Asset,IAS 16,Asset,IAS 16
04/04/2024,CT412990,211,211,13734149.33,Giao dịch mua bán,Finance,CUST0027,VEND0018,Asset,IAS 16,Asset,IAS 16
28/09/2024,CT787777,152,211,46464396.88,Giao dịch mua bán,HR,CUST0049,VEND0073,Asset,IAS 16,Asset,IAS 16
15/01/2024,CT327386,131,111,5093659.98,Giao dịch mua bán,IT,CUST0171,VEND0128,Asset,IAS 16,Asset,IAS 16
25/10/2024,CT319481,211,632,43062048.05đ,Giao dịch mua bán,Sales,CUST0135,VEND0155,Asset,IAS 16,Asset,IAS 16
