Ngày CT,Số CT,TK Nợ,TK Có,Số tiền,Nội dung,Bộ phận,Mã KH,Mã NCC,IFRS_Category,IFRS_Standard,IFRS_Category,IFRS_Standard
04/02/2024,CT678149,211,331,8469359.68,Giao dịch mua bán,Finance,CUST0075,VEND0173,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT686532,112,156,33031411.23,Giao dịch mua bán,Sales,CUST0172,VEND0084,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT593285,632,214,34531982.2,Giao dịch mua bán,Finance,CUST0075,VEND0011,Expense,IAS 1,Expense,IAS 1
31/12/2022,CT581433,214,211,10908797.3,Giao dịch mua bán,Production,CUST0021,VEND0179,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT389773,111,642,49936924.11,Giao dịch mua bán,IT,CUST0170,VEND0151,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT197806,642,112,18015133.18,Giao dịch mua bán,Sales,CUST0190,VEND0038,Expense,IAS 1,Expense,IAS 1
31/12/2022,CT472857,642,511,4143588.64,Giao dịch mua bán,IT,CUST0094,VEND0003,Expense,IAS 1,Expense,IAS 1
31/12/2022,CT920899,331,111,43182644.93,Giao dịch mua bán,Finance,CUST0081,VEND0068,Liability,IAS 37,Liability,IAS 37
31/12/2022,CT767503,214,632,25911863.36,Giao dịch mua bán,HR,CUST0076,VEND0142,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT496863,111,112,35302957.12,Giao dịch mua bán,Production,CUST0027,VEND0116,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT808566,642,214,23084510.89,Giao dịch mua bán,Finance,CUST0169,VEND0116,Expense,IAS 1,Expense,IAS 1
31/12/2022,CT422217,111,131,39923950.7,Giao dịch mua bán,IT,CUST0195,VEND0159,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT034824,111,156,39688545.68,Giao dịch mua bán,Production,CUST0149,VEND0091,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT460294,642,111,3841268.27,Giao dịch mua bán,IT,CUST0045,VEND0052,Expense,IAS 1,Expense,IAS 1
31/12/2022,CT701884,511,131,8647889.41,Giao dịch mua bán,Sales,CUST0056,VEND0071,Revenue,IFRS 15,Revenue,IFRS 15
31/12/2022,CT789081,156,111,25683111.61,Giao dịch mua bán,IT,CUST0068,VEND0048,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT936648,111,632,45788560.79,Giao dịch mua bán,Sales,CUST0156,VEND0141,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT449298,152,156,6137240.62,Giao dịch mua bán,Sales,CUST0124,VEND0112,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT838981,511,156,13586144.91,Giao dịch mua bán,Sales,CUST0045,VEND0036,Revenue,IFRS 15,Revenue,IFRS 15
31/12/2022,CT276277,214,131,40940518.13,Giao dịch mua bán,Sales,CUST0143,VEND0050,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT256989,112,156,39589619.67,Giao dịch mua bán,IT,CUST0041,VEND0115,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT776547,131,111,2127233.21,Giao dịch mua bán,Sales,CUST0002,VEND0066,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT977885,632,112,807173.41,Giao dịch mua bán,HR,CUST0195,VEND0165,Expense,IAS 1,Expense,IAS 1
31/12/2022,CT958490,112,642,4154687.14,Giao dịch mua bán,Production,CUST0114,VEND0019,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT588677,331,156,4618535.35,Giao dịch mua bán,Finance,CUST0035,VEND0035,Liability,IAS 37,Liability,IAS 37
31/12/2022,CT390794,112,152,8368103.01,Giao dịch mua bán,Finance,CUST0067,VEND0064,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT660021,642,214,905855.12,Giao dịch mua bán,HR,CUST0163,VEND0016,Expense,IAS 1,Expense,IAS 1
31/12/2022,CT172060,211,632,15940373.23,Giao dịch mua bán,Finance,CUST0086,VEND0127,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT826197,112,152,37388482.27,Giao dịch mua bán,Finance,CUST0070,VEND0142,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT622065,632,632,38850894.27,Giao dịch mua bán,IT,CUST0076,VEND0187,Expense,IAS 1,Expense,IAS 1
31/12/2022,CT149848,331,642,2353791.5,Giao dịch mua bán,Production,CUST0010,VEND0010,Liability,IAS 37,Liability,IAS 37
31/12/2022,CT461011,642,211,5877780.86,Giao dịch mua bán,Sales,CUST0089,VEND0136,Expense,IAS 1,Expense,IAS 1
31/12/2022,CT846595,156,131,39197932.33,Giao dịch mua bán,IT,CUST0184,VEND0047,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT080092,511,211,14229757.6,Giao dịch mua bán,Sales,CUST0083,VEND0124,Revenue,IFRS 15,Revenue,IFRS 15
31/12/2022,CT015618,152,211,44316704.01,Giao dịch mua bán,IT,CUST0197,VEND0199,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT716620,211,131,8772349.46đ,Giao dịch mua bán,Finance,CUST0142,VEND0190,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT480700,156,642,37431007.5,Giao dịch mua bán,Finance,CUST0104,VEND0128,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT325474,642,112,14936499.71,Giao dịch mua bán,Production,CUST0013,VEND0095,Expense,IAS 1,Expense,IAS 1
31/12/2022,CT770743,112,632,4490438.42,Giao dịch mua bán,Sales,CUST0063,VEND0041,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT916350,131,214,11755551.67,Giao dịch mua bán,Finance,CUST0109,VEND0163,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT521292,511,511,17913431.05,Giao dịch mua bán,Sales,CUST0018,VEND0119,Revenue,IFRS 15,Revenue,IFRS 15
31/12/2022,CT208803,156,112,44182033.9,Giao dịch mua bán,Finance,CUST0114,VEND0192,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT392480,211,112,41472745.43,Giao dịch mua bán,IT,CUST0030,VEND0165,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT490263,642,642,9026952,Giao dịch mua bán,Production,CUST0087,VEND0162,Expense,IAS 1,Expense,IAS 1
31/12/2022,CT028574,131,152,49349637.82,Giao dịch mua bán,HR,CUST0137,VEND0053,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT578652,152,331,10227262.69,Giao dịch mua bán,IT,CUST0194,VEND0167,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT525874,211,642,10589127.47,Giao dịch mua bán,Production,CUST0084,VEND0120,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT498592,152,111,16923476.99,Giao dịch mua bán,Finance,CUST0101,VEND0052,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT037159,152,156,49873381.76,Giao dịch mua bán,Production,CUST0148,VEND0056,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT578315,211,511,30327109.43,Giao dịch mua bán,Finance,CUST0134,VEND0081,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT496576,131,642,37913915.62,Giao dịch mua bán,HR,CUST0060,VEND0018,Asset,IAS 16,Asset,IAS 16
05/03/2024,CT581950,112,511,20723550.86,Giao dịch mua bán,Finance,CUST0103,VEND0141,Asset,IAS 16,Asset,IAS 16
04/07/2024,CT474584,152,632,45650291.12,Giao dịch mua bán,IT,CUST0068,VEND0184,Asset,IAS 16,Asset,IAS 16
13/10/2024,CT971596,211,214,38778569.76,Giao dịch mua bán,HR,CUST0200,VEND0132,Asset,IAS 16,Asset,IAS 16
17/09/2024,CT290305,156,632,39324215.74,Giao dịch mua bán,Production,CUST0066,VEND0148,Asset,IAS 16,Asset,IAS 16
20/03/2024,CT846437,632,156,41098212.41,Giao dịch mua bán,HR,CUST0090,VEND0048,Expense,IAS 1,Expense,IAS 1
03/05/2024,CT954530,152,632,11771432.78,Giao dịch mua bán,Sales,CUST0140,VEND0101,Asset,IAS 16,Asset,IAS 16
02/09/2024,CT082240,331,331,8795478.88,Giao dịch mua bán,Finance,CUST0084,VEND0198,Liability,IAS 37,Liability,IAS 37
27/05/2024,CT229947,632,152,18403296.17,Giao dịch mua bán,IT,CUST0061,VEND0086,Expense,IAS 1,Expense,IAS 1
15/10/2024,CT436987,131,632,2317506.1,Giao dịch mua bán,IT,CUST0016,VEND0080,Asset,IAS 16,Asset,IAS 16
06/02/2024,CT047836,642,632,33448226.6,Giao dịch mua bán,Production,CUST0195,VEND0192,Expense,IAS 1,Expense,IAS 1
29/01/2024,CT439723,131,511,38795898,Giao dịch mua bán,HR,CUST0153,VEND0024,Asset,IAS 16,Asset,IAS 16
03/04/2024,CT525956,112,131,18721155.74,Giao dịch mua bán,HR,CUST0129,VEND0160,Asset,IAS 16,Asset,IAS 16
24/10/2024,CT507294,331,511,7252618.09,Giao dịch mua bán,IT,CUST0087,VEND0074,Liability,IAS 37,Liability,IAS 37
27/10/2024,CT997295,511,331,30063552.81,Giao dịch mua bán,Production,CUST0182,VEND0019,Revenue,IFRS 15,Revenue,IFRS 15
28/07/2024,CT719474,331,331,32805377.36,Giao dịch mua bán,Sales,CUST0126,VEND0197,Liability,IAS 37,Liability,IAS 37
26/01/2024,CT912744,214,152,22459039.1,Giao dịch mua bán,IT,CUST0054,VEND0181,Asset,IAS 16,Asset,IAS 16
21/10/2024,CT721122,632,211,19567386.12,Giao dịch mua bán,IT,CUST0158,VEND0121,Expense,IAS 1,Expense,IAS 1
04/06/2024,CT750890,156,112,3541419.51,Giao dịch mua bán,HR,CUST0115,VEND0164,Asset,IAS 16,Asset,IAS 16
20/04/2024,CT989002,111,214,28777452.87,Giao dịch mua bán,Production,CUST0108,VEND0105,Asset,IAS 16,Asset,IAS 16
25/10/2024,CT085782,211,214,25081488.67,Giao dịch mua bán,Production,CUST0091,VEND0048,Asset,IAS 16,Asset,IAS 16
24/08/2024,CT922708,211,112,43528775.12,Giao dịch mua bán,Sales,CUST0087,VEND0169,Asset,IAS 16,Asset,IAS 16
17/05/2024,CT024889,111,131,30955218.19,Giao dịch mua bán,HR,CUST0015,VEND0141,Asset,IAS 16,Asset,IAS 16
23/10/2024,CT616145,331,131,41196710.02,Giao dịch mua bán,Production,CUST0168,VEND0055,Liability,IAS 37,Liability,IAS 37
20/01/2024,CT187585,131,331,28192291.61,Giao dịch mua bán,HR,CUST0058,VEND0132,Asset,IAS 16,Asset,IAS 16
01/04/2024,CT446003,156,511,25718324.92,Giao dịch mua bán,HR,CUST0196,VEND0075,Asset,IAS 16,Asset,IAS 16
11/06/2024,CT620170,511,112,22591827.35,Giao dịch mua bán,HR,CUST0108,VEND0089,Revenue,IFRS 15,Revenue,IFRS 15
01/11/2024,CT285329,156,111,18003446.37,Giao dịch mua bán,Finance,CUST0185,VEND0028,Asset,IAS 16,Asset,IAS 16
02/03/2024,CT251147,152,211,10403424.02,Giao dịch mua bán,HR,CUST0048,VEND0101,Asset,IAS 16,Asset,IAS 16
18/03/2024,CT562194,111,642,25612999.18đ,Giao dịch mua bán,Production,CUST0003,VEND0139,Asset,IAS 16,Asset,IAS 16
12/05/2024,CT905315,112,152,10278025.52,Giao dịch mua bán,HR,CUST0119,VEND0139,Asset,IAS 16,Asset,IAS 16
25/06/2024,CT639940,156,642,49140086.85,Giao dịch mua bán,Finance,CUST0050,VEND0085,Asset,IAS 16,Asset,IAS 16
08/02/2024,DUPLICATE,214,131,28713679.45,Giao dịch mua bán,Sales,CUST0122,VEND0144,Asset,IAS 16,Asset,IAS 16
04/12/2024,CT344553,111,112,44524415.9,Giao dịch mua bán,Sales,CUST0037,VEND0125,Asset,IAS 16,Asset,IAS 16
11/02/2024,CT486905,112,131,22976163.5,Giao dịch mua bán,Production,CUST0061,VEND0031,Asset,IAS 16,Asset,IAS 16
14/08/2024,CT323912,632,214,9839202.39,Giao dịch mua bán,Sales,CUST0179,VEND0093,Expense,IAS 1,Expense,IAS 1
28/08/2024,CT377227,156,632,46748917.78,Giao dịch mua bán,Finance,CUST0106,VEND0120,Asset,IAS 16,Asset,IAS 16
11/02/2024,CT062622,642,632,6036391.6,Giao dịch mua bán,Sales,CUST0079,VEND0054,Expense,IAS 1,Expense,IAS 1
06/04/2024,CT940748,211,214,12305147.74,Giao dịch mua bán,HR,CUST0194,VEND0195,Asset,IAS 16,Asset,IAS 16
19/05/2024,CT799597,211,331,45409121.36,Giao dịch mua bán,HR,CUST0138,VEND0143,Asset,IAS 16,Asset,IAS 16
13/08/2024,CT559185,632,111,24745069.06,Giao dịch mua bán,Production,CUST0036,VEND0004,Expense,IAS 1,Expense,IAS 1
15/10/2024,CT194846,642,111,47601668.72,Giao dịch mua bán,Production,CUST0052,VEND0083,Expense,IAS 1,Expense,IAS 1
28/09/2024,CT024203,632,111,43601147.51,Giao dịch mua bán,Production,CUST0068,VEND0173,Expense,IAS 1,Expense,IAS 1
30/07/2024,CT849931,214,152,36415239.52,Giao dịch mua bán,IT,CUST0054,VEND0095,Asset,IAS 16,Asset,IAS 16
23/02/2024,CT062955,331,156,31215520.55,Giao dịch mua bán,Production,CUST0117,VEND0029,Liability,IAS 37,Liability,IAS 37
02/12/2024,CT552592,112,214,47573072.13,Giao dịch mua bán,Finance,CUST0055,VEND0128,Asset,IAS 16,Asset,IAS 16
02/04/2024,CT011446,156,642,42221509.33,Giao dịch mua bán,HR,CUST0176,VEND0119,Asset,IAS 16,Asset,IAS 16
20/10/2024,CT686215,152,642,10075652.07,Giao dịch mua bán,Production,CUST0056,VEND0154,Asset,IAS 16,Asset,IAS 16
24/06/2024,CT891762,211,511,47436315.1,Giao dịch mua bán,Production,CUST0134,VEND0105,Asset,IAS 16,Asset,IAS 16
31/07/2024,CT788498,632,642,44482592.75,Giao dịch mua bán,Production,CUST0018,VEND0195,Expense,IAS 1,Expense,IAS 1
03/05/2024,CT648516,112,111,4258937.18,Giao dịch mua bán,HR,CUST0118,VEND0142,Asset,IAS 16,Asset,IAS 16
16/08/2024,CT777864,331,111,34548038.26,Giao dịch mua bán,IT,CUST0086,VEND0098,Liability,IAS 37,Liability,IAS 37
05/03/2024,CT404576,211,152,22984924.81,Giao dịch mua bán,Sales,CUST0128,VEND0076,Asset,IAS 16,Asset,IAS 16
02/12/2024,CT024257,214,112,12666490.2,Giao dịch mua bán,IT,CUST0043,VEND0086,Asset,IAS 16,Asset,IAS 16
26/05/2024,CT958736,511,112,17388581.5,Giao dịch mua bán,HR,CUST0174,VEND0182,Revenue,IFRS 15,Revenue,IFRS 15
14/09/2024,CT094822,152,131,43863126.26,Giao dịch mua bán,Production,CUST0043,VEND0150,Asset,IAS 16,Asset,IAS 16
12/01/2024,CT305631,642,632,18066140.44,Giao dịch mua bán,HR,CUST0189,VEND0141,Expense,IAS 1,Expense,IAS 1
02/10/2024,CT213937,632,111,21081514.51,Giao dịch mua bán,HR,CUST0011,VEND0149,Expense,IAS 1,Expense,IAS 1
19/07/2024,CT080459,331,211,40314863.45,Giao dịch mua bán,HR,CUST0018,VEND0002,Liability,IAS 37,Liability,IAS 37
20/06/2024,CT104045,112,331,34356842.15,Giao dịch mua bán,IT,CUST0021,VEND0098,Asset,IAS 16,Asset,IAS 16
10/08/2024,CT334721,131,632,7341818.12,Giao dịch mua bán,IT,CUST0006,VEND0150,Asset,IAS 16,Asset,IAS 16
07/05/2024,CT197730,111,111,45838722.21,Giao dịch mua bán,Sales,CUST0131,VEND0073,Asset,IAS 16,Asset,IAS 16
26/06/2024,CT233495,111,632,20733448.19,Giao dịch mua bán,IT,CUST0070,VEND0127,Asset,IAS 16,Asset,IAS 16
28/11/2024,CT823458,642,632,31870280.21,Giao dịch mua bán,Production,CUST0040,VEND0186,Expense,IAS 1,Expense,IAS 1
29/10/2024,CT084866,211,131,19588181.89,Giao dịch mua bán,IT,CUST0139,VEND0187,Asset,IAS 16,Asset,IAS 16
27/01/2024,CT989210,152,131,15159693.12,Giao dịch mua bán,HR,CUST0135,VEND0149,Asset,IAS 16,Asset,IAS 16
04/08/2024,CT140988,111,642,47665233.5,Giao dịch mua bán,Production,CUST0010,VEND0112,Asset,IAS 16,Asset,IAS 16
02/08/2024,CT697201,112,152,26526963.49,Giao dịch mua bán,Finance,CUST0143,VEND0087,Asset,IAS 16,Asset,IAS 16
31/03/2024,CT012166,156,156,40057983.9,Giao dịch mua bán,IT,CUST0129,VEND0041,Asset,IAS 16,Asset,IAS 16
23/05/2024,CT608683,111,156,19754884.45,Giao dịch mua bán,IT,CUST0184,VEND0150,Asset,IAS 16,Asset,IAS 16
20/10/2024,CT681312,112,156,29808341.8,Giao dịch mua bán,Finance,CUST0001,VEND0152,Asset,IAS 16,Asset,IAS 16
30/11/2024,CT442869,642,152,49637652.71,Giao dịch mua bán,Production,CUST0159,VEND0116,Expense,IAS 1,Expense,IAS 1
16/01/2024,CT354825,111,156,974624.8,Giao dịch mua bán,Sales,CUST0025,VEND0115,Asset,IAS 16,Asset,IAS 16
04/11/2024,CT212109,642,642,31246424.84,Giao dịch mua bán,HR,CUST0021,VEND0123,Expense,IAS 1,Expense,IAS 1
25/10/2024,CT907246,511,511,41732890.94,Giao dịch mua bán,IT,CUST0021,VEND0012,Revenue,IFRS 15,Revenue,IFRS 15
31/08/2024,CT760640,214,642,46879230.82đ,Giao dịch mua bán,HR,CUST0104,VEND0184,Asset,IAS 16,Asset,IAS 16
09/06/2024,CT841019,511,511,13522176.88đ,Giao dịch mua bán,Sales,CUST0011,VEND0193,Revenue,IFRS 15,Revenue,IFRS 15
15/01/2024,CT044311,112,112,26118534.33,Giao dịch mua bán,Sales,CUST0022,VEND0147,Asset,IAS 16,Asset,IAS 16
12/06/2024,CT689195,511,632,35959548.46,Giao dịch mua bán,HR,CUST0074,VEND0034,Revenue,IFRS 15,Revenue,IFRS 15
06/01/2024,CT909435,642,642,3813726.58,Giao dịch mua bán,Sales,CUST0168,VEND0044,Expense,IAS 1,Expense,IAS 1
07/05/2024,CT527972,511,156,34192092.78,Giao dịch mua bán,HR,CUST0084,VEND0050,Revenue,IFRS 15,Revenue,IFRS 15
13/04/2024,CT238911,131,511,37001131.98,Giao dịch mua bán,Finance,CUST0076,VEND0169,Asset,IAS 16,Asset,IAS 16
19/01/2024,CT315675,511,331,35411772.93,Giao dịch mua bán,Sales,CUST0016,VEND0132,Revenue,IFRS 15,Revenue,IFRS 15
28/06/2024,CT574305,152,211,20483153.19,Giao dịch mua bán,Sales,CUST0004,VEND0127,Asset,IAS 16,Asset,IAS 16
06/06/2024,CT727679,111,156,8785760.74,Giao dịch mua bán,HR,CUST0089,VEND0030,Asset,IAS 16,Asset,IAS 16
15/04/2024,CT437269,111,632,35586890.21,Giao dịch mua bán,HR,CUST0198,VEND0054,Asset,IAS 16,Asset,IAS 16
21/01/2024,CT352862,131,152,33925844.39,Giao dịch mua bán,Sales,CUST0006,VEND0007,Asset,IAS 16,Asset,IAS 16
08/03/2024,CT185408,211,156,37196095.32,Giao dịch mua bán,Finance,CUST0130,VEND0140,Asset,IAS 16,Asset,IAS 16
14/09/2024,CT206995,112,331,6280856.57,Giao dịch mua bán,HR,CUST0175,VEND0107,Asset,IAS 16,Asset,IAS 16
16/06/2024,CT193733,211,156,46927965.8,Giao dịch mua bán,IT,CUST0077,VEND0023,Asset,IAS 16,Asset,IAS 16
20/03/2024,CT339772,214,211,1882915.44,Giao dịch mua bán,Production,CUST0043,VEND0037,Asset,IAS 16,Asset,IAS 16
19/11/2024,CT175759,152,112,12681840.57,Giao dịch mua bán,IT,CUST0084,VEND0026,Asset,IAS 16,Asset,IAS 16
03/06/2024,CT470770,131,331,1011880.31,Giao dịch mua bán,Sales,CUST0011,VEND0159,Asset,IAS 16,Asset,IAS 16
27/03/2024,CT775909,211,152,46775110.28,Giao dịch mua bán,HR,CUST0111,VEND0169,Asset,IAS 16,Asset,IAS 16
22/01/2024,CT651784,111,211,41201019.03,Giao dịch mua bán,Finance,CUST0184,VEND0063,Asset,IAS 16,Asset,IAS 16
14/02/2024,CT293895,642,131,40532047.8,Giao dịch mua bán,IT,CUST0090,VEND0058,Expense,IAS 1,Expense,IAS 1
09/11/2024,CT317068,211,152,38959427.94,Giao dịch mua bán,Sales,CUST0162,VEND0131,Asset,IAS 16,Asset,IAS 16
24/05/2024,CT485015,111,131,27288908.83,Giao dịch mua bán,IT,CUST0190,VEND0009,Asset,IAS 16,Asset,IAS 16
31/08/2024,CT754671,632,511,47490892.66,Giao dịch mua bán,Sales,CUST0066,VEND0065,Expense,IAS 1,Expense,IAS 1
29/12/2024,CT490603,632,331,14692505.73,Giao dịch mua bán,Sales,CUST0061,VEND0053,Expense,IAS 1,Expense,IAS 1
13/09/2024,CT188141,131,642,32552815.21,Giao dịch mua bán,IT,CUST0043,VEND0188,Asset,IAS 16,Asset,IAS 16
12/04/2024,CT653832,642,112,2615224.09,Giao dịch mua bán,Production,CUST0062,VEND0056,Expense,IAS 1,Expense,IAS 1
09/03/2024,CT833163,642,642,7052435.76,Giao dịch mua bán,Production,CUST0060,VEND0117,Expense,IAS 1,Expense,IAS 1
08/05/2024,CT463580,152,131,5393505.36,Giao dịch mua bán,Sales,CUST0140,VEND0149,Asset,IAS 16,Asset,IAS 16
24/07/2024,CT763107,511,152,46681513.66,Giao dịch mua bán,Production,CUST0081,VEND0039,Revenue,IFRS 15,Revenue,IFRS 15
20/05/2024,CT459838,632,111,26901280.47,Giao dịch mua bán,HR,CUST0086,VEND0112,Expense,IAS 1,Expense,IAS 1
13/11/2024,CT567770,131,152,28794169.68,Giao dịch mua bán,Sales,CUST0177,VEND0125,Asset,IAS 16,Asset,IAS 16
12/08/2024,CT134826,111,152,29145780.35,Giao dịch mua bán,Sales,CUST0043,VEND0196,Asset,IAS 16,Asset,IAS 16
02/11/2024,CT303857,211,642,26934964.22,Giao dịch mua bán,Finance,CUST0131,VEND0009,Asset,IAS 16,Asset,IAS 16
16/02/2024,CT612037,632,211,25272125.44,Giao dịch mua bán,IT,CUST0134,VEND0079,Expense,IAS 1,Expense,IAS 1
28/01/2024,CT598972,331,112,3332453.25,Giao dịch mua bán,HR,CUST0193,VEND0053,Liability,IAS 37,Liability,IAS 37
19/04/2024,CT230681,331,112,10602453.19,Giao dịch mua bán,Production,CUST0176,VEND0176,Liability,IAS 37,Liability,IAS 37
08/08/2024,CT536509,111,211,13522814.39,Giao dịch mua bán,HR,CUST0107,VEND0040,Asset,IAS 16,Asset,IAS 16
29/08/2024,CT773014,131,156,5906459.84,Giao dịch mua bán,Production,CUST0050,VEND0133,Asset,IAS 16,Asset,IAS 16
18/04/2024,CT582339,642,111,43643144.05,Giao dịch mua bán,Finance,CUST0038,VEND0095,Expense,IAS 1,Expense,IAS 1
07/03/2024,CT783462,511,642,26775125.82,Giao dịch mua bán,Finance,CUST0175,VEND0158,Revenue,IFRS 15,Revenue,IFRS 15
26/07/2024,CT808916,632,111,39394082.4,Giao dịch mua bán,Sales,CUST0032,VEND0079,Expense,IAS 1,Expense,IAS 1
06/04/2024,CT483665,112,331,28806390.63,Giao dịch mua bán,IT,CUST0127,VEND0039,Asset,IAS 16,Asset,IAS 16
13/11/2024,CT259549,642,214,48871366.67,Giao dịch mua bán,Finance,CUST0133,VEND0011,Expense,IAS 1,Expense,IAS 1
23/03/2024,CT027596,131,156,36723069.73,Giao dịch mua bán,HR,CUST0194,VEND0085,Asset,IAS 16,Asset,IAS 16
25/09/2024,CT026186,331,214,16353420.31,Giao dịch mua bán,IT,CUST0187,VEND0171,Liability,IAS 37,Liability,IAS 37
28/01/2024,CT070268,152,331,22384224.66,Giao dịch mua bán,Production,CUST0175,VEND0079,Asset,IAS 16,Asset,IAS 16
17/08/2024,CT489405,214,152,33984706.59,Giao dịch mua bán,Production,CUST0040,VEND0039,Asset,IAS 16,Asset,IAS 16
15/11/2024,CT281788,511,152,38305000.56,Giao dịch mua bán,Finance,CUST0158,VEND0159,Revenue,IFRS 15,Revenue,IFRS 15
20/10/2024,CT994340,211,211,41843496.11,Giao dịch mua bán,HR,CUST0043,VEND0012,Asset,IAS 16,Asset,IAS 16
21/05/2024,CT565880,112,131,8418503.93,Giao dịch mua bán,Finance,CUST0095,VEND0104,Asset,IAS 16,Asset,IAS 16
23/04/2024,CT928697,214,511,32364975.24,Giao dịch mua bán,IT,CUST0012,VEND0115,Asset,IAS 16,Asset,IAS 16
13/06/2024,CT028065,214,131,16315866.64,Giao dịch mua bán,HR,CUST0192,VEND0126,Asset,IAS 16,Asset,IAS 16
23/04/2024,CT088669,111,112,39104732.09,Giao dịch mua bán,Production,CUST0156,VEND0002,Asset,IAS 16,Asset,IAS 16
16/08/2024,CT510339,331,152,4592431.61,Giao dịch mua bán,Finance,CUST0153,VEND0015,Liability,IAS 37,Liability,IAS 37
02/02/2024,CT979103,131,642,4777968.67,Giao dịch mua bán,HR,CUST0185,VEND0121,Asset,IAS 16,Asset,IAS 16
20/08/2024,CT280186,152,156,27490772.76,Giao dịch mua bán,Finance,CUST0105,VEND0097,Asset,IAS 16,Asset,IAS 16
21/01/2024,CT774539,152,152,42915558.6,Giao dịch mua bán,Production,CUST0200,VEND0048,Asset,IAS 16,Asset,IAS 16
04/06/2024,CT230454,331,131,36810966.44,Giao dịch mua bán,Sales,CUST0198,VEND0183,Liability,IAS 37,Liability,IAS 37
06/11/2024,CT259913,211,112,44322528.6,Giao dịch mua bán,IT,CUST0113,VEND0066,Asset,IAS 16,Asset,IAS 16
05/12/2024,CT551061,156,214,42500404.61,Giao dịch mua bán,Finance,CUST0167,VEND0149,Asset,IAS 16,Asset,IAS 16
22/10/2024,CT970236,214,214,18745785.38,Giao dịch mua bán,IT,CUST0019,VEND0019,Asset,IAS 16,Asset,IAS 16
22/09/2024,CT575446,111,331,23208441.63,Giao dịch mua bán,Sales,CUST0103,VEND0038,Asset,IAS 16,Asset,IAS 16
24/10/2024,CT298693,214,112,39464833.48,Giao dịch mua bán,Finance,CUST0019,VEND0012,Asset,IAS 16,Asset,IAS 16
06/12/2024,CT392338,111,211,243785.73,Giao dịch mua bán,Finance,CUST0012,VEND0037,Asset,IAS 16,Asset,IAS 16
28/01/2024,CT806934,331,642,24053829.18,Giao dịch mua bán,HR,CUST0088,VEND0097,Liability,IAS 37,Liability,IAS 37
25/04/2024,CT629927,131,112,43308425.07,Giao dịch mua bán,Finance,CUST0037,VEND0111,Asset,IAS 16,Asset,IAS 16
10/08/2024,CT959219,632,152,39982353.51,Giao dịch mua bán,IT,CUST0055,VEND0124,Expense,IAS 1,Expense,IAS 1
05/08/2024,CT637320,112,156,35462493.74,Giao dịch mua bán,HR,CUST0070,VEND0116,Asset,IAS 16,Asset,IAS 16
06/08/2024,CT300888,112,642,14449555.76,Giao dịch mua bán,HR,CUST0071,VEND0155,Asset,IAS 16,Asset,IAS 16
19/10/2024,CT724532,111,511,48619702.7,Giao dịch mua bán,Finance,CUST0113,VEND0059,Asset,IAS 16,Asset,IAS 16
16/07/2024,CT141195,211,511,43026675.73,Giao dịch mua bán,IT,CUST0080,VEND0117,Asset,IAS 16,Asset,IAS 16
27/02/2024,CT052245,214,131,9826594.49,Giao dịch mua bán,IT,CUST0188,VEND0076,Asset,IAS 16,Asset,IAS 16
30/12/2024,CT180651,642,331,14768959.24,Giao dịch mua bán,IT,CUST0087,VEND0051,Expense,IAS 1,Expense,IAS 1
02/04/2024,CT085042,112,211,11038592.88,Giao dịch mua bán,Production,CUST0166,VEND0094,Asset,IAS 16,Asset,IAS 16
05/06/2024,CT794882,111,511,11401105.64,Giao dịch mua bán,IT,CUST0097,VEND0194,Asset,IAS 16,Asset,IAS 16
07/01/2024,CT466131,642,111,29984757.17,Giao dịch mua bán,IT,CUST0051,VEND0069,Expense,IAS 1,Expense,IAS 1
